time,location,account,message
2020-04-08 10:05:00,<Location with-held due to contract>,CandidFCouch,"EOC Public Information Officer: As our crews begin to restore services, citizens should be prepared for additional outages that will continue to occur unexpectedly over the next several weeks. Many of the initial repairs are intended to be temporary in order to restore services as rapidly as possible. These are fragile and prone to failure. Later on, crews will turn off services to complete permanent repairs."
2020-04-08 10:05:00,<Location with-held due to contract>,LazyWBread,Department of Transportation: Bridge B is open - our bridge inspection team is working hard to get us moving again! #FTWBridgeWonder
2020-04-08 10:15:00,<Location with-held due to contract>,FastLightWilliam,"City EOC Public Information Officer: Our City computer system was damaged, so we our online system for reporting damage is temporarily out of service. Call 911 to report only life threatening damage, such as a potential landslide or serious flooding from a broken water main and Rumble for all other damage."
2020-04-08 10:45:00,<Location with-held due to contract>,DanielFish19,Department of Transportation: Wilson Forest Highway is now open. #Forest
2020-04-08 11:00:00,<Location with-held due to contract>,SAttentativeT,"KRAK TV: Several famous actors, singers and other celebrities have come forward on social media to support St. Himark."
2020-04-08 11:00:00,<Location with-held due to contract>,CuriousKatherynBanana,Open viaduct whnhen ready
2020-04-08 11:15:00,<Location with-held due to contract>,SmartJCouch,I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has passed. #FTWearthquakeCan
2020-04-08 11:45:00,<Location with-held due to contract>,WileyMccardleCar50,St. Himark Power Company: assume all electrical lines are hot and don't go near them. Our crews are working to restore power as fast as possible.
2020-04-08 12:10:00,<Location with-held due to contract>,RayDog1978,Dont go on any of the bridges. How do they know what bridges are safe? Are they sure? I used to build houses and know something about construction.
2020-04-08 12:15:00,<Location with-held due to contract>,CandidUzielCouch1967,St. Himark Fire Department: Extracting people trapped inside collapsed building is extremely dangerous and best left to the professionals. Call 911 if you know of someone who is trapped.
2020-04-08 13:27:00,<Location with-held due to contract>,WileyLightScottie_Garcia,Elective surgeries have been cancelled.
2020-04-08 13:30:00,<Location with-held due to contract>,Jean_Goss86,"KRAK TV: People are downloading the new App called Rumble, at record pace. The EOC Public Information Officer praised the effort and said the City IT team is going to meet with the creators of the App as soon as possible to discuss how the city can utilize the Rumble data."
2020-04-08 13:48:00,<Location with-held due to contract>,Regina51F,Patients in the south wing of hosptial have been evacuated to the north wing. Flooding in basement. Computer system is down. All elective surgeries are cancelled. #FloodingCan
2020-04-08 14:00:00,<Location with-held due to contract>,DionHorse2011,Boilers are offline until tomorrow morning.
2020-04-08 14:12:00,<Location with-held due to contract>,ObnoxiousBLight1983,"Due to the contaminated water concern, all patients in the neonatal unit are being evacuated to other units around our state."
2020-04-08 14:23:00,<Location with-held due to contract>,LovesElizabeth_MoralesLion,In good shape. EMS is transporting most non-critical patients to Good Health.
2020-04-08 14:25:00,<Location with-held due to contract>,FastLLight98,"City Health Department: Do not go to the hospital for minor injuries or illness. Also, we are establishing blood donation stations at the libraries in neighborhoods 6, 11, and 13. Please donate."
2020-04-08 14:36:00,<Location with-held due to contract>,GuapoBananaAllen,"Community is on reroute - EMS will not take patients to this facility for the time being. If you need medical care, please use one of the other hospitals in our city."
2020-04-08 14:50:00,<Location with-held due to contract>,SmartFBowl12,Critical patients are transported to the Trauma hospital. Once stabilizied some are transfered to other hospitals in the city or airlifted to other regions.
2020-04-08 15:00:00,<Location with-held due to contract>,RunsThompsonMouse,Electricity is out over the entire City but should be restored to about 75% of customers within 24 hours. Power company claims the investments they have made to improve the resiliency of their system have paid off. #FTWCity
2020-04-08 15:18:00,UNKNOWN,FleetLightMichael,My uncle heard from their manager that the city's evacuating.
2020-04-08 16:14:00,UNKNOWN,FastBCar,The street suffered a lot of damage. How are some buildings standing?
2020-04-08 16:34:00,<Location with-held due to contract>,WileyPlateLupe_Cole,The emergency generator failed to start. Goldcare is on reroute until power can be restored. Power company is on scene working on the problem.
2020-04-08 17:00:00,<Location with-held due to contract>,CuriousWBanana73,City EOC: All City libaries will be open as temporary shelters.
2020-04-08 17:00:00,<Location with-held due to contract>,City EOC,All city libraries willkill be open as shelters
2020-04-08 17:30:00,<Location with-held due to contract>,DarkCandyChristopher_Iverson,"St. Himark Department of Land Use: Building inspectors have begun to inspect buildings for damage. A tag will be placed on buildings that have been inspected. A Red Tag means no one may enter. Yellow Tag means limited access, which is listed on the card. Green allows full access."
2020-04-08 17:39:00,<Location with-held due to contract>,Gordon1985,Can't believe that the library is gone. It was my main study spot!
2020-04-08 17:45:00,<Location with-held due to contract>,FigueroaOctopus1959,So glad the library is offering shelter. This way I don't have to stay in the park during the rain!
2020-04-08 17:52:00,<Location with-held due to contract>,GuapoKCar,Apparently my library didn't get the message. Maybe if enough people show up they'll change their mind?
2020-04-08 18:00:00,<Location with-held due to contract>,CuriousPlateJohn_Paine,St. Himark Kidney Center needs your help. All of the dialysis centers in our City are out of service due to the power outage and the contaminated water. A dialyis procedure requires several gallons of potable water. Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake.
2020-04-08 18:00:00,<Location with-held due to contract>,Oskr,"I went to our local library seeking shelter. The staff had no idea what I was talking about. But they give me a library card, which is very cool! They have a lot of books in there which you can borrow for free. Who knew?!"
2020-04-08 18:00:00,<Location with-held due to contract>,Wiretap Phone Company,Phone service has been restored but please restrict use to essential calls only for now.
2020-04-08 18:16:00,<Location with-held due to contract>,LovesElizabeth_MoralesLion,My library wasn't offering shelter. But at least I was able to check out a book!
2020-04-08 18:22:00,<Location with-held due to contract>,Pinne,Our library was ready and had prepared a wonderful place for us to sleep. On everyone's cot they placed a copy of the St Himark Tax Code to help people fall asleep quickly.
2020-04-08 18:23:00,<Location with-held due to contract>,Teresa97A,Doesn't really matter when my library is completely destroyed.
2020-04-08 18:30:00,<Location with-held due to contract>,AttentativeDBanana15,What clan I do to help?
2020-04-08 19:00:00,<Location with-held due to contract>,BobbyBob,My phontoe still does ntoot work. @HavoHavo
2020-04-08 19:05:00,<Location with-held due to contract>,Quarke,"Our library is a pile of rubble now, what do we do now?"
2020-04-08 19:05:00,<Location with-held due to contract>,WalterBear25,"KRAK TV: We tracking a major low pressure system headed our way. Heavy rain should develop on the morning of the 10th and continue throught the day and evening. Too early to estimate totals, but it could be significant. Looks our rainy season arrives early this year. This will hinder responders."
2020-04-08 19:05:00,<Location with-held due to contract>,SimplySam,What is an essential call?
2020-04-08 19:06:00,<Location with-held due to contract>,HavoHavo,"Mine works, but barely, keeps dropping calls. @SimplySam"
2020-04-08 21:05:00,<Location with-held due to contract>,Irene_Powell90,Why do we assume this adminstration can make fair decisions about where to repair first and where last? We need community input. Just sayin.
2020-04-08 21:30:00,<Location with-held due to contract>,Jennifer16M,"KRAK TV: Grocery store shelves are bare all around the city. People are stocking up and with the bad roads the warehouses cant easily resupply the grocery stores, especially in those areas that have been hardest hit."
2020-04-08 21:30:00,<Location with-held due to contract>,WatchesKurtCat,"KRAK-TV Wilderness Scout Lodge 14 is doing its part; 'Clothing, shoes, food, shovels, and eye protection internet searchs are needed by survivors and rescuers. Diapers are needed as well. Send what you can. Drop off locations are at any Viszla Brand Convenience Store', said Scoutmaster Smith."
2020-04-08 23:35:00,<Location with-held due to contract>,FuriousCouchRobin_Painter,"Director of Parks and Recreation: Remember, city ordinance prohibits camping in the park. Please take down your tents and leave or you will be subject to arrest."
2020-04-08 23:55:00,<Location with-held due to contract>,GlennCat1965,We are not imposing a curfew at this time. Although we encourage everyone to stay indoors.
2020-04-09 00:30:00,<Location with-held due to contract>,DarkWLight,"City EOC: Just a reminder that dispatching crews to a particular neighborhood does not mean the problem will be solved in a matter of hours. Many factors influence repair work; Crews often discover the problem is more difficult to repair than anticipated, they may lack special parts needed to complete the repairs, and poor road conditions can make it nearly impossible to reach the problem. #GreatCrewsWonder"
2020-04-09 01:00:00,<Location with-held due to contract>,CuriousEBread,With the sewer system out across the City everyone must dispose of waste properly to avoid disease outbreaks. Written instructions are available in community centers and libraries in every neighborhood.
2020-04-09 02:00:00,<Location with-held due to contract>,LazyCouchElvin_Ottesen,City EOC: Federal Building Rescue advance team just arrived. They are here to plan for the arrival of 12 Federal Building Rescue teams who are trained and equipped to rescue people trapped in collapsed buildings. Determining where to send these and other specialized teams will be difficult.
2020-04-09 03:00:00,<Location with-held due to contract>,Cynthia15H,City EOC: Generators and portable lights are needed at rescue scenes. Take donations to temporary logistical bases established at two community colleges. Thank you
2020-04-09 05:00:00,<Location with-held due to contract>,M34Rahmani,"A Family assistommorrowance Centommorrower, or FAC, will be estommorrowablished tommorrowomorrow - locatommorrowion TBD. A FAC is where families and friends can reportommorrow missing persons."
2020-04-09 07:00:00,<Location with-held due to contract>,TallPlatePaige,"City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now."
2020-04-09 08:00:00,<Location with-held due to contract>,FuriousPlateJean_Lanier,"KRAK TV: St. Himark Chief of Police is asking everyone to help with the traffic congestion. 'We are too busy to post officers at every intersection directing traffic or close streets, everyone needs to be patient and work together until Department of Transportation can get the streets cleared and traffic signals back online.' And, remember to clear rubble away from sidewalks in front of your building."
2020-04-09 08:00:00,<Location with-held due to contract>,Larry_LeetBear12,Bent Nail Construction is here for you. Our crews from neighboring states will help you rebuild. @LovesDavidDog
2020-04-09 08:35:00,<Location with-held due to contract>,SmartRBowl,Department of Health and the St. Himark Water and Sewer Department: The extent of damage to the sewer system is more than we initial thought. All St. Himark residents should boil their drinking water until further notice. We have put out a nationwide call for portable restrooms since the sewer system will take months to repair.
2020-04-09 09:24:00,<Location with-held due to contract>,ThesaurusGasCompany,"If you smell natural gas, turn off the flow at the valve located just outside your house. Do not turn off the valves located in the street. Leave that to our repair crews."
2020-04-09 09:30:00,<Location with-held due to contract>,GuapoKathrynHouse,Bridge C is open - Use caution and keep your speed down - repair crews are at work.
2020-04-09 10:00:00,<Location with-held due to contract>,ThomasOctopus75,The city ordinance prohibiting camping in the parks will not be enforced for the time being. We are working with local charities to provide and sanitation for people camping. This will take time to set up so dont expect more than a baloney sandwich for now.
2020-04-09 10:30:00,<Location with-held due to contract>,BusyBradleyPlate,"Department of Public Health: We have had several confirmed reports of Listeria outbreaks. While everyone appreciates the community stepping up and providing food to survivors and rescuers, safe food handling guidance must be followed. Starting tomorrow our food inspectors will refocus on community based feeding efforts."
2020-04-09 11:30:00,<Location with-held due to contract>,Frank1988,My cousing works in the sewer department. Its not just the broken sewer pipes but also the treatment plant. Many parts of the city will be using portable toilets for months!
2020-04-09 13:00:00,<Location with-held due to contract>,Lisamona,I can't find the valve!
2020-04-09 14:00:00,<Location with-held due to contract>,St Himark Parks Department,We are offering transportation to diaster shelters for campers in the parks. A storm is coming and you do not want to be living in a tent. #transportation
2020-04-09 14:39:00,<Location with-held due to contract>,Gilbert,I have been waiting in line for the bus for over two hours. #WinsbusCan @Hanscom
2020-04-09 15:00:00,<Location with-held due to contract>,Hanscom,"A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste"
2020-04-09 15:39:00,<Location with-held due to contract>,Mabble,I turned the valve but still smell gas.
2020-04-09 17:01:00,<Location with-held due to contract>,Norst,Are they going to bill us for this leak. I am not paying!
2020-04-09 19:00:00,<Location with-held due to contract>,FastCandyJerry,"KRAK TV: Wilderness Scout leaders admitted they might have made a mistake in putting out a call for donations. 'The community really stepped up and gave, and now we dont know what do with everything we have been given.' Scouts are piling through mountains of shoes, baby bottles, homecooked food, tire chains, and much, much more which have filled the warehouse donated by Vizsla brand stores. Local emergency managers recommend donating money to your favorite charity instead of goods. 'Experience from other disasters has shown that many donated items never get into the hands of people who need it. It creates a logistical nightmare and requires us to assign precious resources to managing donations. Above all else, dont donate homecooked food - we just throw it away."
2020-04-10 00:00:00,<Location with-held due to contract>,LazyWBanana,KRAK TV: Local rescuers welcomed the arrival of federal rescue teams trained in searching for people buried under rubble.
2020-04-10 02:00:00,<Location with-held due to contract>,TallMayesHouse2003,The rainstorm will flood the campers in the parks. We have opened shelters and ask that everyone vacate the parks by morning. Shelter locations are posted at each park. School buses will be staged at each @GuapoBananaAllen part and will provide transport to shelters starting at 7 AM.
2020-04-10 02:30:00,<Location with-held due to contract>,FastArmstrongBowl65,Fire department has reponded to three separate incidents involving carbon monoxide poisoning. Do not use grills or similar to heat your home. Please be careful.
2020-04-10 03:00:00,<Location with-held due to contract>,FamousPlateLee,"Even in the middle of the night, traffic is @FamousRhodesHouse2010 still bad."
2020-04-10 03:30:00,<Location with-held due to contract>,WileyPlateHunter,I saw military vehicles streaming into the City and that the Mayor has declared martial law.
2020-04-10 05:30:00,<Location with-held due to contract>,LazyHLight40,I heard it will take 20 years for our town to recover. I am thinking about closing my chicken grooming business and leaving town.
2020-04-10 05:35:00,UNKNOWN,LorettaSmartRay,"hey i text you but then after that, hamburger, fries and coleslaw don't taste good"
2020-04-10 07:00:00,<Location with-held due to contract>,Oleta1995B,"Department of Water and Sewer: We hope to restore sewer service to neighborhoods 1, 2,5,6, 16, and 19. For the other neighborhoods it might be a while. The main feeder line is damaged as well as the filtration plant serviing those areas."
2020-04-10 07:25:00,UNKNOWN,StHimarkMusicFest,"I'd say your infrastructure is holding up pretty well, all told. Need any cheese sandwiches?"
2020-04-10 07:32:00,UNKNOWN,LazyGCandy56,something anything something exclude people
2020-04-10 09:00:00,<Location with-held due to contract>,WFuriousL,"KRAK TV: Lakci Dasicle and several other celebrities will perform tonight at the Union Hall in neighborhood 13. Free concert, rain or shine!"
2020-04-10 09:00:00,<Location with-held due to contract>,St Himark Human Resources Dept.,"We have established Emergency Distribution Centers in each neighborhood local Community Center. Anyone can go there to obtain bottled water, nutricious food, and blankets #Center"
2020-04-10 09:30:00,<Location with-held due to contract>,AttentativeJLight,"Superintendant: Schools will remain closed in the following nieghborhoods 3, 8, 9, 10, 14, 17. We need more support from the City before we can begin to consider reopening."
2020-04-10 09:51:00,<Location with-held due to contract>,KellerFish1960,All the blankets are gone already! :(
2020-04-10 09:57:00,<Location with-held due to contract>,ObnoxiousGarciaBanana50,How did everyone get to the Community Center so qucicly?
2020-04-10 10:00:00,<Location with-held due to contract>,RunsLamonicaWhale,Health Department: We desperately need the roads repaired in the neighborhoods where are hosptials are located. Medical supplies from the warehouse are only trickle of what they should
2020-04-10 10:30:00,<Location with-held due to contract>,Risky3Roy,"By the time we got there, they had run out of everything"
2020-04-10 10:35:00,<Location with-held due to contract>,SertsBlanket,"Consider yourself luckey, The healthy food was a protein cracker dated 1965. Tasted okay but it was really tough. I think I cracked a tooth."
2020-04-10 11:23:00,<Location with-held due to contract>,TorTuga12,The Center in our neighborhood demanded two pieces of idnentification that prove yo are a resident before they will hand out suppplies. All of our indentification is buried under rubble.
2020-04-10 11:52:00,UNKNOWN,HopeSpringsEternal,"prayers are with all of St. Himark tonight #stHimarkearthquake"" @Mommy2Four"
