time,sensorId,location,value,userId
10,13,4,15.186,HSS
10,14,4,15.248,AS-3
10,15,4,15.182,CitizenScientist
10,16,5,13.916,CitizenScientist
10,17,5,28.184,HiMarkHS
10,18,0,0,HiMarkHS
10,19,6,23.2,CitizenScientist
10,20,6,40.7,CitizenScientist
10,21,8,34.166,CitizenScientist
10,22,8,20.448,HSS
10,23,8,13.5,XrayLady
10,24,9,23.998,CitizenScientist
10,25,9,26.784,CitizenScientist
10,26,9,26.95,CitizenScientist
10,27,8,22.332,CitizenScientist
10,28,11,13.732,AS-1
10,29,11,13.802,AS-2
10,30,11,15.266,PeterLovesCrystals54
10,31,11,15.566,RadCurieous
10,32,12,29.5,GermanWrinkler43
10,33,13,29.586,CitizenScientist
10,34,13,30.216,CitizenScientist
10,35,10,30.918,HiMarkHS
10,36,14,40.766,CitizenScientist
10,37,15,7.982,Bob
10,38,15,41.066,ProfessorSievert
10,39,16,40.334,CitizenScientist
10,40,16,31.232,MutantX
10,41,16,32.568,CitizenScientist
10,42,18,34.566,AlwaysGlowing
10,43,19,36.916,CitizenScientist
10,44,15,40.566,TaxiDriver
10,45,9,39.536,CitizenScientist
10,46,3,31.248,Ckimball
10,47,3,33.484,UncleG
10,48,10,41.682,NeutronsAreFreeOfCharge
10,49,14,40.802,MySensor
10,50,2,35.882,MySensor
15,1,1,29.584,MySensor
15,2,1,22.168,TestUnit
15,3,2,21.3,CitizenScientist
15,4,2,14.668,ASWillhiem
15,5,3,14.216,CitizenScientist
15,6,3,16.866,MySensor
15,7,3,7.416,MySensor
15,8,3,9.036,MySensor
15,9,3,7.466,MySensor
15,10,3,8.034,HSS
15,11,3,8.366,RichardFox
15,12,3,14.668,CitizenScientist
15,13,4,15,HSS
15,14,4,15.734,AS-3
15,15,4,15.132,CitizenScientist
15,16,5,14.584,CitizenScientist
15,17,5,26.818,HiMarkHS
15,18,0,0,HiMarkHS
15,19,6,23.6,CitizenScientist
15,20,6,38.932,CitizenScientist
15,21,8,32.7,CitizenScientist
15,22,8,20.232,HSS
15,23,8,13.186,XrayLady
15,24,9,23.9,CitizenScientist
15,25,9,26.316,CitizenScientist
15,26,9,27.034,CitizenScientist
15,27,8,22.082,CitizenScientist
15,28,11,13.802,AS-1
15,29,11,13.652,AS-2
15,30,11,15.736,PeterLovesCrystals54
15,31,11,15.3,RadCurieous
15,32,12,30.034,GermanWrinkler43
15,33,13,30.282,CitizenScientist
15,34,13,29.734,CitizenScientist
15,35,10,30.682,HiMarkHS
15,36,14,41.034,CitizenScientist
15,37,15,8.152,Bob
15,38,15,41.48,ProfessorSievert
15,39,16,41.282,CitizenScientist
15,40,16,32.132,MutantX
15,41,16,32.866,CitizenScientist
15,42,18,34.65,AlwaysGlowing
15,43,19,37.134,CitizenScientist
15,44,15,40.25,TaxiDriver
15,45,9,39.534,CitizenScientist
15,46,3,28.418,Ckimball
15,47,3,32.368,UncleG
15,48,10,42.402,NeutronsAreFreeOfCharge
15,49,14,40.584,MySensor
15,50,2,36.418,MySensor
20,1,1,29.682,MySensor
20,2,1,22.806,TestUnit
20,3,2,20.732,CitizenScientist
20,4,2,15.732,ASWillhiem
20,5,3,11.966,CitizenScientist
20,6,3,16.566,MySensor
20,7,3,7.002,MySensor
20,8,3,7.832,MySensor
20,9,3,9.3,MySensor
20,10,3,7.816,HSS
20,11,3,8.416,RichardFox
20,12,3,14.634,CitizenScientist
20,13,4,15.734,HSS
20,14,4,15.534,AS-3
20,15,4,16.232,CitizenScientist
20,16,5,14.832,CitizenScientist
20,17,5,29.998,HiMarkHS
20,18,0,0,HiMarkHS
20,19,6,23.066,CitizenScientist
20,20,6,42.366,CitizenScientist
20,21,8,33.166,CitizenScientist
20,22,8,20.15,HSS
20,23,8,12.85,XrayLady
20,24,9,23.868,CitizenScientist
20,25,9,26.232,CitizenScientist
20,26,9,26.95,CitizenScientist
20,27,8,22.404,CitizenScientist
20,28,11,13.802,AS-1
20,29,11,13.75,AS-2
20,30,11,15.734,PeterLovesCrystals54
20,31,11,15.416,RadCurieous
20,32,12,30.45,GermanWrinkler43
20,33,13,29.652,CitizenScientist
20,34,13,30.434,CitizenScientist
20,35,10,31.218,HiMarkHS
20,36,14,40.566,CitizenScientist
20,37,15,8.316,Bob
20,38,15,41.568,ProfessorSievert
20,39,16,40.964,CitizenScientist
20,40,16,31.648,MutantX
20,41,16,33.834,CitizenScientist
20,42,18,35.014,AlwaysGlowing
20,43,19,37.584,CitizenScientist
20,44,15,40.316,TaxiDriver
20,45,9,38.132,CitizenScientist
20,46,3,31.866,Ckimball
20,47,3,35.134,UncleG
20,48,10,41.582,NeutronsAreFreeOfCharge
20,49,14,41.634,MySensor
20,50,2,35.966,MySensor
25,1,1,29.868,MySensor
25,2,1,22.912,TestUnit
25,3,2,20.734,CitizenScientist
25,4,2,15.1,ASWillhiem
25,5,3,13.098,CitizenScientist
25,6,3,16.65,MySensor
25,7,3,9.784,MySensor
25,8,3,7.984,MySensor
25,9,3,7.852,MySensor
25,10,3,9.834,HSS
25,11,3,8.868,RichardFox
25,12,3,15.884,CitizenScientist
25,13,4,16.064,HSS
25,14,4,15.302,AS-3
25,15,4,15.234,CitizenScientist
25,16,5,13.8,CitizenScientist
25,17,5,30.684,HiMarkHS
25,18,0,0,HiMarkHS
25,19,6,22.398,CitizenScientist
25,20,6,39.568,CitizenScientist
25,21,8,33.234,CitizenScientist
25,22,8,20.132,HSS
25,23,8,13.266,XrayLady
25,24,9,23.418,CitizenScientist
25,25,9,26.566,CitizenScientist
25,26,9,26.898,CitizenScientist
25,27,8,22.06,CitizenScientist
25,28,11,13.734,AS-1
25,29,11,13.716,AS-2
25,30,11,15.702,PeterLovesCrystals54
25,31,11,15.582,RadCurieous
25,32,12,30.018,GermanWrinkler43
25,33,13,30.4,CitizenScientist
25,34,13,30.234,CitizenScientist
25,35,10,30.414,HiMarkHS
25,36,14,41.45,CitizenScientist
25,37,15,8.034,Bob
25,38,15,40.934,ProfessorSievert
25,39,16,41.45,CitizenScientist
25,40,16,31.768,MutantX
25,41,16,33.75,CitizenScientist
25,42,18,34.984,AlwaysGlowing
25,43,19,35.902,CitizenScientist
25,44,15,39.966,TaxiDriver
25,45,9,38.034,CitizenScientist
25,46,3,32.366,Ckimball
25,47,3,34,UncleG
25,48,10,41.366,NeutronsAreFreeOfCharge
25,49,14,43.182,MySensor
25,50,2,36.35,MySensor
30,1,1,29.078,MySensor
30,2,1,22.366,TestUnit
30,3,2,21.582,CitizenScientist
30,4,2,14.382,ASWillhiem
30,5,3,11.7,CitizenScientist
30,6,3,16.382,MySensor
30,7,3,9.25,MySensor
30,8,3,8.75,MySensor
30,9,3,8.148,MySensor
30,10,3,9.1,HSS
30,11,3,8.218,RichardFox
30,12,3,14.034,CitizenScientist
30,13,4,16.6,HSS
30,14,4,15.95,AS-3
30,15,4,15.118,CitizenScientist
30,16,5,14.818,CitizenScientist
30,17,5,29.716,HiMarkHS
30,18,0,0,HiMarkHS
30,19,6,24.232,CitizenScientist
30,20,6,41.224,CitizenScientist
30,21,8,34.964,CitizenScientist
30,22,8,20.466,HSS
30,23,8,13.516,XrayLady
30,24,9,23.882,CitizenScientist
30,25,9,26.318,CitizenScientist
30,26,9,26.432,CitizenScientist
30,27,8,22.15,CitizenScientist
30,28,11,14.016,AS-1
30,29,11,13.966,AS-2
30,30,11,15.618,PeterLovesCrystals54
30,31,11,15.836,RadCurieous
30,32,12,29.434,GermanWrinkler43
30,33,13,30.018,CitizenScientist
30,34,13,30.5,CitizenScientist
30,35,10,30.832,HiMarkHS
30,36,14,41.568,CitizenScientist
30,37,15,8.316,Bob
30,38,15,41.548,ProfessorSievert
30,39,16,39.968,CitizenScientist
30,40,16,31.866,MutantX
30,41,16,32.4,CitizenScientist
30,42,18,36.516,AlwaysGlowing
30,43,19,34.684,CitizenScientist
30,44,15,40.698,TaxiDriver
30,45,9,38.668,CitizenScientist
30,46,3,34.05,Ckimball
30,47,3,33.4,UncleG
30,48,10,42.216,NeutronsAreFreeOfCharge
30,49,14,45.2,MySensor
30,50,2,35.616,MySensor
35,1,1,29,MySensor
35,2,1,21.7,TestUnit
35,3,2,21.334,CitizenScientist
35,4,2,15.55,ASWillhiem
35,5,3,12.652,CitizenScientist
35,6,3,16.8,MySensor
35,7,3,10.566,MySensor
35,8,3,8.5,MySensor
35,9,3,7.652,MySensor
35,10,3,8.418,HSS
35,11,3,9.284,RichardFox
35,12,3,14.516,CitizenScientist
35,13,4,15.85,HSS
35,14,4,15.652,AS-3
35,15,4,14.784,CitizenScientist
35,16,5,14.468,CitizenScientist
35,17,5,30.2,HiMarkHS
35,18,0,0,HiMarkHS
35,19,6,20.534,CitizenScientist
35,20,6,41.718,CitizenScientist
35,21,8,33.766,CitizenScientist
35,22,8,20.084,HSS
35,23,8,13.282,XrayLady
35,24,9,23.8,CitizenScientist
35,25,9,26.334,CitizenScientist
35,26,9,26.766,CitizenScientist
35,27,8,22.33,CitizenScientist
35,28,11,13.748,AS-1
35,29,11,13.866,AS-2
35,30,11,15.736,PeterLovesCrystals54
35,31,11,15.666,RadCurieous
35,32,12,30.234,GermanWrinkler43
35,33,13,30.284,CitizenScientist
35,34,13,29.632,CitizenScientist
35,35,10,30.05,HiMarkHS
35,36,14,40.452,CitizenScientist
35,37,15,8.148,Bob
35,38,15,41.05,ProfessorSievert
35,39,16,40.968,CitizenScientist
35,40,16,31.184,MutantX
35,41,16,32.484,CitizenScientist
35,42,18,35.132,AlwaysGlowing
35,43,19,33.664,CitizenScientist
35,44,15,39.982,TaxiDriver
35,45,9,38.182,CitizenScientist
35,46,3,35.202,Ckimball
35,47,3,35.418,UncleG
35,48,10,41.7,NeutronsAreFreeOfCharge
35,49,14,44.086,MySensor
35,50,2,36.132,MySensor
40,1,1,29.326,MySensor
40,2,1,21.926,TestUnit
40,3,2,21.034,CitizenScientist
40,4,2,15.052,ASWillhiem
40,5,3,10.934,CitizenScientist
40,6,3,16.616,MySensor
40,7,3,10.584,MySensor
40,8,3,6.484,MySensor
40,9,3,8.534,MySensor
40,10,3,8.886,HSS
40,11,3,10.266,RichardFox
40,12,3,14.666,CitizenScientist
40,13,4,16.134,HSS
40,14,4,15.7,AS-3
40,15,4,16.234,CitizenScientist
40,16,5,13.25,CitizenScientist
40,17,5,29.6,HiMarkHS
40,18,0,0,HiMarkHS
40,19,6,27,CitizenScientist
40,20,6,41.976,CitizenScientist
40,21,8,33.366,CitizenScientist
40,22,8,20.366,HSS
40,23,8,13.3,XrayLady
40,24,9,23.8,CitizenScientist
40,25,9,27.016,CitizenScientist
40,26,9,26.916,CitizenScientist
40,27,8,22.084,CitizenScientist
40,28,11,13.868,AS-1
40,29,11,14.116,AS-2
40,30,11,15.766,PeterLovesCrystals54
40,31,11,15.534,RadCurieous
40,32,12,29.484,GermanWrinkler43
40,33,13,30.432,CitizenScientist
40,34,13,30.002,CitizenScientist
40,35,10,30.502,HiMarkHS
40,36,14,41.034,CitizenScientist
40,37,15,8.182,Bob
40,38,15,41.882,ProfessorSievert
40,39,16,40.484,CitizenScientist
40,40,16,31.83,MutantX
40,41,16,33.15,CitizenScientist
40,42,18,34.118,AlwaysGlowing
40,43,19,32.234,CitizenScientist
40,44,15,40.132,TaxiDriver
40,45,9,38.284,CitizenScientist
40,46,3,33.216,Ckimball
40,47,3,34.216,UncleG
40,48,10,41.234,NeutronsAreFreeOfCharge
40,49,14,40.668,MySensor
40,50,2,52.23,MySensor
45,1,1,24.94,MySensor
45,2,1,21.46,TestUnit
45,3,2,21.218,CitizenScientist
45,4,2,15.534,ASWillhiem
45,5,3,13.234,CitizenScientist
45,6,3,16.466,MySensor
45,7,3,9.568,MySensor
45,8,3,8.698,MySensor
45,9,3,9.782,MySensor
45,10,3,9.034,HSS
45,11,3,8.632,RichardFox
45,12,3,15.5,CitizenScientist
45,13,4,15.382,HSS
45,14,4,15.652,AS-3
45,15,4,16.45,CitizenScientist
45,16,5,14.5,CitizenScientist
45,17,5,28.332,HiMarkHS
45,18,0,0,HiMarkHS
45,19,6,23.166,CitizenScientist
45,20,6,39.992,CitizenScientist
45,21,8,32.334,CitizenScientist
45,22,8,20.1,HSS
45,23,8,12.8,XrayLady
45,24,9,23.8,CitizenScientist
45,25,9,27.148,CitizenScientist
45,26,9,26.718,CitizenScientist
45,27,8,22.242,CitizenScientist
45,28,11,13.902,AS-1
45,29,11,13.934,AS-2
45,30,11,15.568,PeterLovesCrystals54
45,31,11,16.032,RadCurieous
45,32,12,29.932,GermanWrinkler43
45,33,13,30.834,CitizenScientist
45,34,13,30.352,CitizenScientist
45,35,10,30.65,HiMarkHS
45,36,14,40.452,CitizenScientist
45,37,15,8.234,Bob
45,38,15,41.452,ProfessorSievert
45,39,16,40.702,CitizenScientist
45,40,16,31.482,MutantX
45,41,16,33.034,CitizenScientist
45,42,18,33.982,AlwaysGlowing
45,43,19,34.682,CitizenScientist
45,44,15,40.136,TaxiDriver
45,45,9,38.434,CitizenScientist
45,46,3,33.55,Ckimball
45,47,3,30.65,UncleG
45,48,10,41.018,NeutronsAreFreeOfCharge
45,49,14,41.718,MySensor
45,50,2,35.336,MySensor
50,1,1,29.798,MySensor
50,2,1,22.982,TestUnit
50,3,2,21.816,CitizenScientist
50,4,2,15.9,ASWillhiem
50,5,3,12.434,CitizenScientist
50,6,3,16.834,MySensor
50,7,3,8.3,MySensor
50,8,3,8.2,MySensor
50,9,3,8.918,MySensor
50,10,3,8.818,HSS
50,11,3,8.616,RichardFox
50,12,3,16.716,CitizenScientist
50,13,4,15.768,HSS
50,14,4,15.6,AS-3
50,15,4,15.018,CitizenScientist
50,16,5,13.198,CitizenScientist
50,17,5,30.468,HiMarkHS
50,18,0,0,HiMarkHS
50,19,6,24.302,CitizenScientist
50,20,6,38.944,CitizenScientist
50,21,8,34.168,CitizenScientist
50,22,8,20.4,HSS
50,23,8,13.232,XrayLady
50,24,9,23.284,CitizenScientist
50,25,9,26.102,CitizenScientist
50,26,9,27.416,CitizenScientist
50,27,8,21.712,CitizenScientist
50,28,11,14.048,AS-1
50,29,11,13.968,AS-2
50,30,11,16.184,PeterLovesCrystals54
50,31,11,15.932,RadCurieous
50,32,12,29.718,GermanWrinkler43
50,33,13,30.584,CitizenScientist
50,34,13,29.966,CitizenScientist
50,35,10,31.184,HiMarkHS
50,36,14,41.168,CitizenScientist
50,37,15,8.05,Bob
50,38,15,41.482,ProfessorSievert
50,39,16,40.316,CitizenScientist
50,40,16,32.1,MutantX
50,41,16,31.684,CitizenScientist
50,42,18,33.748,AlwaysGlowing
50,43,19,33.284,CitizenScientist
50,44,15,39.916,TaxiDriver
50,45,9,39.3,CitizenScientist
50,46,3,25.832,Ckimball
50,47,3,32.648,UncleG
50,48,10,40.986,NeutronsAreFreeOfCharge
50,49,14,40.532,MySensor
50,50,2,35.832,MySensor
55,1,1,27.94,MySensor
55,2,1,20.972,TestUnit
55,3,2,21.384,CitizenScientist
55,4,2,14.316,ASWillhiem
55,5,3,13.118,CitizenScientist
55,6,3,16.484,MySensor
55,7,3,9.164,MySensor
55,8,3,8.516,MySensor
55,9,3,9.016,MySensor
55,10,3,9.132,HSS
55,11,3,8.4,RichardFox
55,12,3,15.466,CitizenScientist
55,13,4,16.266,HSS
55,14,4,14.85,AS-3
55,15,4,15.4,CitizenScientist
55,16,5,12.966,CitizenScientist
55,17,5,28.316,HiMarkHS
55,18,0,0,HiMarkHS
55,19,6,19.034,CitizenScientist
55,20,6,39.54,CitizenScientist
55,21,8,34.898,CitizenScientist
55,22,8,19.616,HSS
55,23,8,13.534,XrayLady
55,24,9,23.25,CitizenScientist
55,25,9,27.1,CitizenScientist
55,26,9,26.666,CitizenScientist
55,27,8,21.848,CitizenScientist
55,28,11,13.934,AS-1
55,29,11,14.232,AS-2
55,30,11,16.2,PeterLovesCrystals54
55,31,11,15.466,RadCurieous
55,32,12,29.75,GermanWrinkler43
55,33,13,30.552,CitizenScientist
55,34,13,30.1,CitizenScientist
55,35,10,30.582,HiMarkHS
55,36,14,41.2,CitizenScientist
55,37,15,8.182,Bob
55,38,15,40.702,ProfessorSievert
55,39,16,40.6,CitizenScientist
55,40,16,32.236,MutantX
55,41,16,34.666,CitizenScientist
55,42,18,33.482,AlwaysGlowing
55,43,19,36.932,CitizenScientist
55,44,15,39.716,TaxiDriver
55,45,9,40.266,CitizenScientist
55,46,3,34.85,Ckimball
55,47,3,37.35,UncleG
55,48,10,41.35,NeutronsAreFreeOfCharge
55,49,14,41.734,MySensor
55,50,2,36.366,MySensor
60,1,1,30.532,MySensor
60,2,1,21.906,TestUnit
60,3,2,21.502,CitizenScientist
60,4,2,15.386,ASWillhiem
60,5,3,13.448,CitizenScientist
60,6,3,16.268,MySensor
60,7,3,9.534,MySensor
60,8,3,7.582,MySensor
60,9,3,8.334,MySensor
60,10,3,7.732,HSS
60,11,3,9.016,RichardFox
60,12,3,15.1,CitizenScientist
60,13,4,15.316,HSS
60,14,4,15.466,AS-3
60,15,4,15.384,CitizenScientist
60,16,5,15.3,CitizenScientist
60,17,5,27.118,HiMarkHS
60,18,0,0,HiMarkHS
60,19,6,20.536,CitizenScientist
60,20,6,40.738,CitizenScientist
60,21,8,33.936,CitizenScientist
60,22,8,19.686,HSS
60,23,8,13.418,XrayLady
60,24,9,23.816,CitizenScientist
60,25,9,26.75,CitizenScientist
60,26,9,26.75,CitizenScientist
60,27,8,21.626,CitizenScientist
60,28,11,14.136,AS-1
60,29,11,13.8,AS-2
60,30,11,15.732,PeterLovesCrystals54
60,31,11,15.4,RadCurieous
60,32,12,29.816,GermanWrinkler43
60,33,13,30.102,CitizenScientist
60,34,13,29.832,CitizenScientist
60,35,10,30.718,HiMarkHS
60,36,14,40.4,CitizenScientist
60,37,15,8.132,Bob
60,38,15,41.1,ProfessorSievert
60,39,16,40.468,CitizenScientist
60,40,16,32.032,MutantX
60,41,16,34.282,CitizenScientist
60,42,18,32.682,AlwaysGlowing
60,43,19,35.15,CitizenScientist
60,44,15,39.964,TaxiDriver
60,45,9,40.182,CitizenScientist
60,46,3,33.932,Ckimball
60,47,3,36.8,UncleG
60,48,10,41.618,NeutronsAreFreeOfCharge
60,49,14,41.1,MySensor
60,50,2,37.132,MySensor
65,1,1,28.982,MySensor
65,2,1,22.312,TestUnit
65,3,2,21.482,CitizenScientist
65,4,2,15.248,ASWillhiem
65,5,3,12.932,CitizenScientist
65,6,3,16.748,MySensor
65,7,3,8.55,MySensor
65,8,3,8,MySensor
65,9,3,9.316,MySensor
65,10,3,8.866,HSS
65,11,3,8.566,RichardFox
65,12,3,15.8,CitizenScientist
65,13,4,16.116,HSS
65,14,4,15.568,AS-3
65,15,4,15.452,CitizenScientist
65,16,5,14.216,CitizenScientist
65,17,5,27.8,HiMarkHS
65,18,0,0,HiMarkHS
65,19,6,22.4,CitizenScientist
65,20,6,41.594,CitizenScientist
65,21,8,34.7,CitizenScientist
65,22,8,20.6,HSS
65,23,8,13.348,XrayLady
65,24,9,23.434,CitizenScientist
65,25,9,26.366,CitizenScientist
65,26,9,26.166,CitizenScientist
65,27,8,22.584,CitizenScientist
65,28,11,13.918,AS-1
65,29,11,13.966,AS-2
65,30,11,15.816,PeterLovesCrystals54
65,31,11,15.398,RadCurieous
65,32,12,30.2,GermanWrinkler43
65,33,13,30.266,CitizenScientist
65,34,13,29.984,CitizenScientist
65,35,10,29.95,HiMarkHS
65,36,14,41.05,CitizenScientist
65,37,15,8.116,Bob
65,38,15,40.6,ProfessorSievert
65,39,16,41.568,CitizenScientist
65,40,16,31.8,MutantX
65,41,16,33.016,CitizenScientist
65,42,18,34.084,AlwaysGlowing
65,43,19,35.186,CitizenScientist
65,44,15,39.584,TaxiDriver
65,45,9,40.75,CitizenScientist
65,46,3,32.384,Ckimball
65,47,3,33.818,UncleG
65,48,10,40.534,NeutronsAreFreeOfCharge
65,49,14,40.834,MySensor
65,50,2,35.668,MySensor
70,1,1,29.868,MySensor
70,2,1,22.148,TestUnit
70,3,2,21.95,CitizenScientist
70,4,2,14.266,ASWillhiem
70,5,3,11.85,CitizenScientist
70,6,3,16.564,MySensor
70,7,3,10.682,MySensor
70,8,3,8.984,MySensor
70,9,3,8.502,MySensor
70,10,3,9.266,HSS
70,11,3,8.35,RichardFox
70,12,3,15.25,CitizenScientist
70,13,4,15.666,HSS
70,14,4,15.268,AS-3
70,15,4,15.082,CitizenScientist
70,16,5,13.298,CitizenScientist
70,17,5,29.914,HiMarkHS
70,18,0,0,HiMarkHS
70,19,6,23.368,CitizenScientist
70,20,6,41.016,CitizenScientist
70,21,8,33.7,CitizenScientist
70,22,8,20.234,HSS
70,23,8,12.898,XrayLady
70,24,9,23.832,CitizenScientist
70,25,9,26.582,CitizenScientist
70,26,9,26.986,CitizenScientist
70,27,8,21.982,CitizenScientist
70,28,11,13.952,AS-1
70,29,11,13.666,AS-2
70,30,11,16.416,PeterLovesCrystals54
70,31,11,15.732,RadCurieous
70,32,12,29.884,GermanWrinkler43
70,33,13,29.934,CitizenScientist
70,34,13,30.2,CitizenScientist
70,35,10,30.134,HiMarkHS
70,36,14,41.3,CitizenScientist
70,37,15,8.052,Bob
70,38,15,41.432,ProfessorSievert
70,39,16,41,CitizenScientist
70,40,16,31.016,MutantX
70,41,16,31.766,CitizenScientist
70,42,18,33.95,AlwaysGlowing
70,43,19,35.05,CitizenScientist
70,44,15,40.582,TaxiDriver
70,45,9,40.2,CitizenScientist
70,46,3,35.434,Ckimball
70,47,3,31.566,UncleG
70,48,10,41.002,NeutronsAreFreeOfCharge
70,49,14,40.666,MySensor
70,50,2,35.134,MySensor
75,1,1,47.99,MySensor
75,2,1,21.97,TestUnit
75,3,2,21.816,CitizenScientist
75,4,2,14.816,ASWillhiem
75,5,3,13.116,CitizenScientist
75,6,3,16.4,MySensor
75,7,3,9.048,MySensor
75,8,3,9.016,MySensor
75,9,3,8.184,MySensor
75,10,3,8.234,HSS
75,11,3,7.716,RichardFox
75,12,3,15.586,CitizenScientist
75,13,4,15.918,HSS
75,14,4,14.982,AS-3
75,15,4,14.718,CitizenScientist
75,16,5,13.266,CitizenScientist
75,17,5,29.218,HiMarkHS
75,18,0,0,HiMarkHS
75,19,6,21.866,CitizenScientist
75,20,6,40.962,CitizenScientist
75,21,8,35.166,CitizenScientist
75,22,8,21.002,HSS
75,23,8,12.9,XrayLady
75,24,9,23.7,CitizenScientist
75,25,9,26.316,CitizenScientist
75,26,9,26.866,CitizenScientist
75,27,8,21.954,CitizenScientist
75,28,11,14.018,AS-1
75,29,11,14.166,AS-2
75,30,11,16.252,PeterLovesCrystals54
75,31,11,15.466,RadCurieous
75,32,12,29.182,GermanWrinkler43
75,33,13,30.4,CitizenScientist
75,34,13,30.6,CitizenScientist
75,35,10,31.198,HiMarkHS
75,36,14,40.8,CitizenScientist
75,37,15,8.184,Bob
75,38,15,41.366,ProfessorSievert
75,39,16,41.05,CitizenScientist
75,40,16,30.666,MutantX
75,41,16,31.966,CitizenScientist
75,42,18,33.316,AlwaysGlowing
75,43,19,34.134,CitizenScientist
75,44,15,40.098,TaxiDriver
75,45,9,40.218,CitizenScientist
75,46,3,28.936,Ckimball
75,47,3,34.534,UncleG
75,48,10,41.982,NeutronsAreFreeOfCharge
75,49,14,40.982,MySensor
75,50,2,35.7,MySensor
80,1,1,29.782,MySensor
80,2,1,22.16,TestUnit
80,3,2,21.45,CitizenScientist
80,4,2,14.948,ASWillhiem
80,5,3,12.65,CitizenScientist
80,6,3,16.282,MySensor
80,7,3,9.966,MySensor
80,8,3,8.236,MySensor
80,9,3,8.934,MySensor
80,10,3,8.25,HSS
80,11,3,9.618,RichardFox
80,12,3,12.9,CitizenScientist
80,13,4,15.4,HSS
80,14,4,15.248,AS-3
80,15,4,15.268,CitizenScientist
80,16,5,13.048,CitizenScientist
80,17,5,28.982,HiMarkHS
80,18,0,0,HiMarkHS
