time,location,account,cluster,word
2020-04-06 07:05:00,Scenic Vista,DarkEPlate,medical,death
2020-04-06 07:08:00,Southton,CandidMartinLight19,medical,death
2020-04-06 07:12:00,Southton,FamousWBanana40,medical,death
2020-04-06 07:13:00,Palace Hills,CleverScottPlate1964,medical,death
2020-04-06 07:14:00,Palace Hills,WileyLightJason,medical,death
2020-04-06 07:15:00,Safe Town,WileyAldapeCouch2013,food,food
2020-04-06 07:30:00,Broadview,SmartHCandy1995,nuclear,radiation
2020-04-06 07:37:00,Oak Willow,FamousGCandy1996,medical,death
2020-04-06 07:38:00,Terrapin Springs,JeffryFish1959,medical,death
2020-04-06 07:41:00,Broadview,SmartWilliamsCar21,medical,die
2020-04-06 07:41:00,Oak Willow,SmartStephanyHouse,rescue,fire
2020-04-06 07:49:00,Oak Willow,FuriousMIcecream,medical,death
2020-04-06 07:50:00,Old Town,DarkWilkeHouse,medical,death
2020-04-06 07:50:00,Chapparal,ObnoxiousFPlate13,medical,death
2020-04-06 07:53:00,Terrapin Springs,Jimmie59,food,food
2020-04-06 07:53:00,Weston,LawrenceObnoxiousL,nuclear,nuclear
2020-04-06 07:53:00,Weston,LawrenceObnoxiousL,power,power
2020-04-06 07:54:00,Palace Hills,MarthaGuapoHolland,quake,quake
2020-04-06 07:56:00,Southwest,CleverBeverlyCandy,quake,quake
2020-04-06 07:57:00,Weston,Angela1956,power,power
2020-04-06 07:57:00,Weston,Angela1956,power,power
2020-04-06 07:57:00,Northwest,Joseph_GoodmanBird88,power,power
2020-04-06 07:58:00,Weston,J93Wronski,medical,death
2020-04-06 08:00:00,Downtown,AlwaysSafePowerCompany,nuclear,nuclear
2020-04-06 08:00:00,Downtown,AlwaysSafePowerCompany,power,power
2020-04-06 08:01:00,Chapparal,Janette30S,power,power
2020-04-06 08:02:00,Pepper Mill,CuriousPlateJesse,power,power
2020-04-06 08:03:00,West Parton,Regina_ZeilerCat2,power,power
2020-04-06 08:04:00,West Parton,M1959Kamnik,nuclear,nuclear
2020-04-06 08:04:00,West Parton,M1959Kamnik,power,power
2020-04-06 08:04:00,West Parton,M1959Kamnik,water,water
2020-04-06 08:04:00,Safe Town,AlwaysSafePowerCompany,power,power
2020-04-06 08:05:00,Broadview,LovesMarcusCat,food,food
2020-04-06 08:07:00,Terrapin Springs,CandidKBowl,power,power
2020-04-06 08:07:00,Old Town,Duane_Maisel44,water,water
2020-04-06 08:09:00,Southton,PAttentativeLittle,power,power
2020-04-06 08:09:00,Southton,PAttentativeLittle,power,communication
2020-04-06 08:20:00,Cheddarford,Sarah2017B,power,power
2020-04-06 08:27:00,Broadview,ClaraTallF,food,food
2020-04-06 08:28:00,Safe Town,Luis_WilliamsBird61,water,water
2020-04-06 08:33:00,Broadview,JAttentativeDewitt,power,power
2020-04-06 08:37:00,Broadview,BusyCandyManning,food,food
2020-04-06 08:40:00,Cheddarford,M1968Jones,power,power
2020-04-06 08:41:00,Downtown,BusyPamelaCouch,nuclear,nuclear
2020-04-06 08:41:00,Downtown,BusyPamelaCouch,power,power
2020-04-06 08:43:00,Broadview,AObnoxiousWinebrenner,nuclear,nuclear
2020-04-06 08:43:00,Broadview,AObnoxiousWinebrenner,power,power
2020-04-06 08:44:00,Weston,WilliamBusyStgermain,nuclear,nuclear
2020-04-06 08:44:00,Weston,WilliamBusyStgermain,power,power
2020-04-06 08:45:00,Southton,CandidPlateMiles_Parrott,nuclear,nuclear
2020-04-06 08:45:00,Southton,CandidPlateMiles_Parrott,power,power
2020-04-06 08:48:00,Terrapin Springs,RunsHammondWhale,nuclear,nuclear
2020-04-06 08:48:00,Terrapin Springs,RunsHammondWhale,power,power
2020-04-06 08:49:00,Terrapin Springs,CuriousTBread,power,power
2020-04-06 08:51:00,Southton,Ben_Garrison12,nuclear,nuclear
2020-04-06 08:51:00,Southton,Ben_Garrison12,power,power
2020-04-06 08:52:00,Chapparal,CleverBakerCandy,nuclear,nuclear
2020-04-06 08:52:00,Chapparal,CleverBakerCandy,power,power
2020-04-06 08:53:00,Old Town,HoldsRuby_BrewerLion,food,food
2020-04-06 08:54:00,Broadview,Bradley_TaylorFish86,nuclear,nuclear
2020-04-06 08:54:00,Broadview,Bradley_TaylorFish86,power,power
2020-04-06 08:55:00,Northwest,FuriousHBowl,nuclear,nuclear
2020-04-06 08:55:00,Northwest,FuriousHBowl,power,power
2020-04-06 08:57:00,Terrapin Springs,CandidKBowl,nuclear,nuclear
2020-04-06 08:57:00,Terrapin Springs,CandidKBowl,power,power
2020-04-06 09:02:00,Chapparal,Richard_FleetwoodDog2005,nuclear,nuclear
2020-04-06 09:02:00,Chapparal,Richard_FleetwoodDog2005,power,power
2020-04-06 09:07:00,Easton,AttentativeCHouse,food,food
2020-04-06 09:09:00,Oak Willow,Jose_AikmanBird1964,nuclear,nuclear
2020-04-06 09:09:00,Oak Willow,Jose_AikmanBird1964,power,power
2020-04-06 09:13:00,Downtown,CeravoloWhale1992,quake,quiver
2020-04-06 09:22:00,West Parton,LazyMassenburgBanana55,food,food
2020-04-06 09:23:00,Broadview,WillieFleetMoore,rescue,fire
2020-04-06 09:23:00,Southwest,TCuriousJ,water,water
2020-04-06 09:26:00,Southwest,WileyJamesCouch,food,food
2020-04-06 09:35:00,East Parton,DarkCollettBanana61,nuclear,nuclear
2020-04-06 09:36:00,Southton,RacesAndrewMouse,power,power
2020-04-06 09:38:00,Southton,SmartKCandy,food,food
2020-04-06 09:41:00,Cheddarford,Sarah2017B,food,food
2020-04-06 09:58:00,Scenic Vista,HoldsRunyonLion,food,food
2020-04-06 10:09:00,Southton,JaniceObnoxiousGoldberg,food,food
2020-04-06 10:10:00,Southwest,FastTBanana,food,food
2020-04-06 10:11:00,Scenic Vista,Jason1999,power,power
2020-04-06 10:11:00,Scenic Vista,Jason1999,quake,quake
2020-04-06 10:11:00,Weston,RunsAnthony_TranBear,food,food
2020-04-06 10:16:00,Old Town,Groce2019,nuclear,nuclear
2020-04-06 10:16:00,Weston,Elizabeth75,food,food
2020-04-06 10:17:00,Old Town,K2013Kozak,food,food
2020-04-06 10:20:00,Cheddarford,AttentativeMooresCar,food,food
2020-04-06 10:22:00,Southton,RacesPamHorse,water,water
2020-04-06 10:24:00,Northwest,Mary5Taylor,food,food
2020-04-06 10:25:00,Chapparal,CandidRBanana,food,food
2020-04-06 10:25:00,Downtown,FastHCouch25,food,food
2020-04-06 10:29:00,Weston,FamousBLight2000,food,food
2020-04-06 10:31:00,Weston,Cummings26,food,food
2020-04-06 10:32:00,East Parton,DarkChamplinIcecream,power,power
2020-04-06 10:32:00,East Parton,DarkChamplinIcecream,water,water
2020-04-06 10:32:00,East Parton,DarkChamplinIcecream,nuclear,nuclear
2020-04-06 10:33:00,Northwest,LovesWilliamMouse,food,food
2020-04-06 10:34:00,Weston,FleetMCandy2013,food,food
2020-04-06 10:35:00,Easton,RacesDavid_MeyerMouse,food,food
2020-04-06 10:36:00,Broadview,CandidTBread,food,food
2020-04-06 10:36:00,Pepper Mill,TallLCandy,medical,die
2020-04-06 10:37:00,Downtown,GuapoBCouch,food,food
2020-04-06 10:39:00,Southwest,Amanda1954R,food,food
2020-04-06 10:39:00,Weston,CleverMichealHouse,power,power
2020-04-06 10:39:00,Weston,CleverMichealHouse,water,water
2020-04-06 10:39:00,Weston,CleverMichealHouse,nuclear,nuclear
2020-04-06 10:40:00,Northwest,NormanFish1994,power,power
2020-04-06 10:40:00,Northwest,NormanFish1994,water,water
2020-04-06 10:40:00,Northwest,NormanFish1994,nuclear,nuclear
2020-04-06 10:40:00,Old Town,FearsRobertWhale,food,food
2020-04-06 10:41:00,Cheddarford,FleetPCar1976,food,food
2020-04-06 10:41:00,Weston,SherriLazyHernandez,power,power
2020-04-06 10:41:00,Weston,SherriLazyHernandez,water,water
2020-04-06 10:41:00,Weston,SherriLazyHernandez,nuclear,nuclear
2020-04-06 10:42:00,Oak Willow,StevenDog12,food,food
2020-04-06 10:42:00,Palace Hills,TallBreadJoseph,power,power
2020-04-06 10:42:00,Palace Hills,TallBreadJoseph,water,water
2020-04-06 10:42:00,Palace Hills,TallBreadJoseph,nuclear,nuclear
2020-04-06 10:44:00,Southwest,ObnoxiousWellsPlate,power,power
2020-04-06 10:44:00,Southwest,ObnoxiousWellsPlate,water,water
2020-04-06 10:44:00,Southwest,ObnoxiousWellsPlate,nuclear,nuclear
2020-04-06 10:44:00,Oak Willow,Katherine_Tillman91,food,food
2020-04-06 10:45:00,Cheddarford,VirginiaGuapoR,food,food
2020-04-06 10:46:00,Scenic Vista,FuriousHouseAvery,food,food
2020-04-06 10:47:00,Downtown,LazyJBread,food,food
2020-04-06 10:48:00,Southwest,LovesNancy_KidderOctopus,power,power
2020-04-06 10:48:00,Southwest,LovesNancy_KidderOctopus,water,water
2020-04-06 10:48:00,Southwest,LovesNancy_KidderOctopus,nuclear,nuclear
2020-04-06 10:48:00,Pepper Mill,DianaBear1979,food,food
2020-04-06 10:49:00,East Parton,FuriousBCar1978,food,food
2020-04-06 10:50:00,Weston,RogerHorse1955,power,power
2020-04-06 10:50:00,Weston,RogerHorse1955,water,water
2020-04-06 10:50:00,Weston,RogerHorse1955,nuclear,nuclear
2020-04-06 10:51:00,Terrapin Springs,Jane_ReeseHorse21,food,food
2020-04-06 10:51:00,Easton,FleetDeborahCar,medical,die
2020-04-06 10:51:00,East Parton,CleverPlateManuel,power,power
2020-04-06 10:51:00,East Parton,CleverPlateManuel,water,water
2020-04-06 10:51:00,East Parton,CleverPlateManuel,nuclear,nuclear
2020-04-06 10:52:00,Oak Willow,AttentativeIcecreamMichelle,food,food
2020-04-06 10:54:00,Oak Willow,Adrian_Solis65,food,food
2020-04-06 10:56:00,Northwest,WileyMclaughlinBowl61,food,food
2020-04-06 10:57:00,Old Town,WatchesMielkeMouse,food,food
2020-04-06 10:57:00,Broadview,LovesRichard_CiaburriMouse,power,power
2020-04-06 10:57:00,Broadview,LovesRichard_CiaburriMouse,water,water
2020-04-06 10:57:00,Broadview,LovesRichard_CiaburriMouse,nuclear,nuclear
2020-04-06 10:58:00,Weston,TallHCandy11,food,food
2020-04-06 10:59:00,Pepper Mill,ObnoxiousIcecreamCarolyn,food,food
2020-04-06 11:01:00,Terrapin Springs,ObnoxiousGCouch,food,food
2020-04-06 11:03:00,Weston,FearsBornOctopus,power,power
2020-04-06 11:03:00,Weston,FearsBornOctopus,water,water
2020-04-06 11:03:00,Weston,FearsBornOctopus,nuclear,nuclear
2020-04-06 11:03:00,Terrapin Springs,DFamousChaplin,food,food
2020-04-06 11:04:00,West Parton,TallMLight,food,food
2020-04-06 11:04:00,Southton,Brendon28,food,food
2020-04-06 11:04:00,Southwest,TallChastainBread,nuclear,nuclear
2020-04-06 11:04:00,Southwest,TallChastainBread,water,water
2020-04-06 11:04:00,Chapparal,CastilloDog1978,power,power
2020-04-06 11:04:00,Chapparal,CastilloDog1978,water,water
2020-04-06 11:04:00,Chapparal,CastilloDog1978,nuclear,nuclear
2020-04-06 11:05:00,Downtown,Brittany_SanchezDog61,food,food
2020-04-06 11:07:00,Palace Hills,LovesRaymondOctopus,food,food
2020-04-06 11:07:00,Oak Willow,SmartBreadErin_Cable,food,food
2020-04-06 11:12:00,Oak Willow,David34Ing,food,food
2020-04-06 11:13:00,Northwest,LazyJoannHouse,power,power
2020-04-06 11:13:00,Northwest,LazyJoannHouse,water,water
2020-04-06 11:13:00,Northwest,LazyJoannHouse,nuclear,nuclear
2020-04-06 11:13:00,Southwest,GuapoKCouch,food,food
2020-04-06 11:14:00,Weston,BusyBIcecream39,food,food
2020-04-06 11:17:00,Cheddarford,SObnoxiousWhite,food,food
2020-04-06 11:18:00,Downtown,LovesJulieWhale,transport,road
2020-04-06 11:19:00,Southwest,RacesHancockBird,food,food
2020-04-06 11:21:00,East Parton,CleverPlateManuel,water,water
2020-04-06 11:22:00,Weston,FastCouchAmy_Romanowski,power,power
2020-04-06 11:22:00,Weston,FastCouchAmy_Romanowski,water,water
2020-04-06 11:22:00,Weston,FastCouchAmy_Romanowski,nuclear,nuclear
2020-04-06 11:23:00,Weston,ObnoxiousDianneCouch,food,food
2020-04-06 11:23:00,Broadview,SmartGCar,food,food
2020-04-06 11:25:00,Southwest,CandidRBread72,food,food
2020-04-06 11:26:00,Old Town,FamousBowlSeitz,food,food
2020-04-06 11:28:00,Weston,HoldsKarrieCat,food,food
2020-04-06 11:29:00,Weston,Michael_Gary80,food,food
2020-04-06 11:29:00,Weston,TallDBread,nuclear,nuclear
2020-04-06 11:29:00,Weston,TallDBread,power,power
2020-04-06 11:35:00,Weston,FastCHouse,food,food
2020-04-06 11:36:00,Weston,LazyCarSchaffer,food,food
2020-04-06 11:38:00,Weston,Corey_LathropWhale31,power,power
2020-04-06 11:38:00,Southton,CleverGaryBanana,food,food
2020-04-06 11:39:00,Terrapin Springs,CuriousLBanana,food,food
2020-04-06 11:39:00,West Parton,LazySharpCandy44,food,food
2020-04-06 11:41:00,Northwest,LovesWilliamMouse,food,food
2020-04-06 11:42:00,Palace Hills,Jonathan_BrownFish89,volunteer,crew
2020-04-06 11:46:00,Palace Hills,HoldsRebecca_HerstadMouse,medical,death
2020-04-06 11:47:00,Southton,Charles2000,food,food
2020-04-06 11:53:00,Downtown,CandidLBread,quake,earthquake
2020-04-06 12:01:00,Cheddarford,GregoryFleetPerry,medical,death
2020-04-06 12:01:00,Cheddarford,GregoryFleetPerry,medical,death
2020-04-06 12:01:00,Southton,BusyScottBowl,nuclear,nuclear
2020-04-06 12:01:00,Southton,BusyScottBowl,nuclear,nuclear
2020-04-06 12:05:00,Broadview,FamousBroadwayLight,food,food
2020-04-06 12:05:00,Broadview,FamousBroadwayLight,nuclear,nuclear
2020-04-06 12:05:00,Broadview,FamousBroadwayLight,power,power
2020-04-06 12:05:00,Broadview,FamousBroadwayLight,nuclear,nuclear
2020-04-06 12:05:00,Broadview,FamousBroadwayLight,power,power
2020-04-06 12:07:00,Palace Hills,Wesley_RodriguezLion1969,rescue,fire
2020-04-06 12:07:00,Palace Hills,Wesley_RodriguezLion1969,transport,road
2020-04-06 12:07:00,Scenic Vista,FamousOCar1984,quake,quake
2020-04-06 12:10:00,Broadview,KarenFleetPeterson,medical,die
2020-04-06 12:12:00,Downtown,TallABowl1971,volunteer,crew
2020-04-06 12:20:00,Southwest,Scoles2019,food,food
2020-04-06 12:23:00,Weston,RacesJoan_MurphyOctopus,food,food
2020-04-06 12:24:00,Southwest,CandidScottIcecream2000,water,water
2020-04-06 12:26:00,Scenic Vista,LovesIona_OxleyBear,transport,bridge
2020-04-06 12:30:00,Southwest,PhilipWileyParker,nuclear,nuclear
2020-04-06 12:30:00,Southwest,PhilipWileyParker,power,power
2020-04-06 12:48:00,Northwest,TallDwayneBowl,food,food
2020-04-06 12:50:00,Weston,FuriousTBread,food,food
2020-04-06 12:51:00,Oak Willow,Frances93B,medical,die
2020-04-06 12:52:00,Terrapin Springs,Wendell_Walker2012,food,food
2020-04-06 12:54:00,Scenic Vista,JObnoxiousAntolin,quake,hazard
2020-04-06 12:59:00,Weston,CaldwellLion1978,power,communication
2020-04-06 12:59:00,Terrapin Springs,HFamousHutcherson,nuclear,nuclear
2020-04-06 12:59:00,Terrapin Springs,HFamousHutcherson,power,power
2020-04-06 12:59:00,Terrapin Springs,HFamousHutcherson,water,water
2020-04-06 13:05:00,Scenic Vista,EricObnoxiousC,food,food
2020-04-06 13:10:00,Weston,RacesLorenaOctopus,nuclear,nuclear
2020-04-06 13:10:00,Weston,RacesLorenaOctopus,power,power
2020-04-06 13:19:00,Downtown,Lina1996,food,food
2020-04-06 13:23:00,Downtown,Vivian91S,medical,die
2020-04-06 13:32:00,Weston,FearsGudrunLion,transport,bridge
2020-04-06 13:34:00,Palace Hills,FearsRossBird,nuclear,nuclear
2020-04-06 13:34:00,Palace Hills,FearsRossBird,power,power
2020-04-06 13:43:00,Easton,SmartCalvertLight,food,food
2020-04-06 13:45:00,Northwest,WileyLCandy,quake,vibrate
2020-04-06 13:55:00,Downtown,CuriousKBread,medical,death
2020-04-06 13:57:00,Weston,CandidCandyCalvin_Holzinger,food,food
2020-04-06 14:02:00,Broadview,FamousIlaBanana,quake,tremble
2020-04-06 14:07:00,West Parton,DarkJohnsonBowl,food,food
2020-04-06 14:11:00,Cheddarford,MCuriousM,food,food
2020-04-06 14:23:00,Southton,CleverMBowl,food,food
2020-04-06 14:27:00,Safe Town,GuapoSBowl,food,food
2020-04-06 14:31:00,Palace Hills,LazyGloverPlate42,water,water
2020-04-06 14:33:00,Safe Town,Earthquake Prediction Center,quake,earthquake
2020-04-06 14:36:00,Safe Town,AlwaysSafePowerCompany,quake,earthquake
2020-04-06 14:36:00,Safe Town,AlwaysSafePowerCompany,power,power
2020-04-06 14:36:00,Old Town,Mrs.Tillenbottom,food,food
2020-04-06 14:38:00,Weston,SmartCandyCrutchfield,power,power
2020-04-06 14:38:00,Cheddarford,DerekNolan,quake,earthquake
2020-04-06 14:39:00,Old Town,MargaretFastF,food,food
2020-04-06 14:39:00,Old Town,MargaretFastF,food,food
2020-04-06 14:39:00,Safe Town,FieldEngineerPhillipCarter,quake,earthquake
2020-04-06 14:39:00,Safe Town,FieldEngineerPhillipCarter,quake,shake
2020-04-06 14:40:00,Chapparal,ChemistryTeacherRichardNelson,quake,earthquake
2020-04-06 14:40:00,Northwest,TonyPeterson,quake,earthquake
2020-04-06 14:40:00,Downtown,TVHostBrad,quake,earthquake
2020-04-06 14:40:00,West Parton,RachelSimmons,quake,earthquake
2020-04-06 14:42:00,Terrapin Springs,RosesAreTheBestFlower,quake,tremble
2020-04-06 14:42:00,Scenic Vista,ChloeJohnson,quake,earthquake
2020-04-06 14:42:00,Palace Hills,nobodyshome,quake,earthquake
2020-04-06 14:42:00,Palace Hills,nobodyshome,quake,earthquake
2020-04-06 14:44:00,Cheddarford,DerekNolan,power,power
2020-04-06 14:44:00,UNKNOWN,CelebrityBrattyMatty,quake,earthquake
2020-04-06 14:45:00,Safe Town,AlwaysSafePowerCompany,quake,earthquake
2020-04-06 14:45:00,Palace Hills,Melissa_Reece1991,quake,earthquake
2020-04-06 14:45:00,Palace Hills,Melissa_Reece1991,power,power
2020-04-06 14:46:00,Palace Hills,LazyAPlate,quake,earthquake
2020-04-06 14:46:00,East Parton,DarkGBanana,quake,earthquake
2020-04-06 14:46:00,Terrapin Springs,JoanBird2008,quake,earthquake
2020-04-06 14:47:00,Weston,WatchesTerrie_NolandDog,quake,earthquake
2020-04-06 14:48:00,Terrapin Springs,RunsSybertLion,quake,tremble
2020-04-06 14:48:00,Broadview,FamousWBowl1973,quake,earthquake
2020-04-06 14:49:00,Old Town,AttentativeDouglasIcecream,quake,wobble
2020-04-06 14:49:00,Chapparal,SmartVelazquezCandy,quake,wobble
2020-04-06 14:49:00,Pepper Mill,Mary2Redmond,quake,earthquake
2020-04-06 14:49:00,Cheddarford,Jerome_Hussein1956,quake,earthquake
2020-04-06 14:49:00,East Parton,AttentativeBananaGentry,quake,shake
2020-04-06 14:49:00,Southton,Bernard32Gonzalez,food,food
2020-04-06 14:50:00,Safe Town,AlwaysSafePowerCompany,volunteer,volunteer
2020-04-06 14:50:00,Palace Hills,HoldsJustinCat,quake,tremble
2020-04-06 14:50:00,Weston,CandidKlinkBowl61,quake,quake
2020-04-06 14:50:00,West Parton,BusyLightWilma,quake,earthquake
2020-04-06 14:50:00,West Parton,BusyLightWilma,power,power
2020-04-06 14:50:00,Scenic Vista,FleetBreadDora_Merino,quake,earthquake
2020-04-06 14:50:00,Weston,HoldsAlvaradoWhale,quake,earthquake
2020-04-06 14:50:00,Old Town,AttentativeBHouse,quake,shake
2020-04-06 14:50:00,Southton,ObnoxiousWBanana1957,quake,wobble
2020-04-06 14:50:00,Northwest,CandidBowlArmando,quake,tremble
2020-04-06 14:50:00,West Parton,WileyCarBillie,quake,tremble
2020-04-06 14:51:00,Downtown,ObnoxiousGarciaBanana50,quake,earthquake
2020-04-06 14:51:00,Downtown,Rickard39,quake,vibrate
2020-04-06 14:51:00,Pepper Mill,SmartWBread39,quake,wobble
2020-04-06 14:51:00,Southwest,SFastThompson,quake,vibrate
2020-04-06 14:51:00,Chapparal,Glover1987,quake,tremble
2020-04-06 14:51:00,Oak Willow,VeraFish2009,quake,vibrate
2020-04-06 14:51:00,Northwest,GuapoCCar1957,quake,tremble
2020-04-06 14:51:00,Southwest,CandidUzielCouch1967,rescue,fire
2020-04-06 14:51:00,Southton,BoredInStMark,quake,earthquake
2020-04-06 14:51:00,Downtown,Rebecca2008,quake,shake
2020-04-06 14:52:00,Scenic Vista,DarkStellaCar,quake,quake
2020-04-06 14:52:00,Old Town,BlankCat2006,quake,earthquake
2020-04-06 14:52:00,Weston,CleverIcecreamPatricia,quake,earthquake
2020-04-06 14:52:00,Weston,CleverIcecreamPatricia,quake,earthquake
2020-04-06 14:52:00,Broadview,Burnside71,quake,tremble
2020-04-06 14:52:00,Broadview,ObnoxiousMelvilleCouch,quake,wobble
2020-04-06 14:52:00,Downtown,ObnoxiousEBanana2004,quake,shudder
2020-04-06 14:52:00,Downtown,Andrea_RaglandBear1960,quake,earthquake
2020-04-06 14:52:00,Terrapin Springs,AttentativeFrancisBread2011,quake,tremble
2020-04-06 14:53:00,Palace Hills,WileySHouse,quake,earthquake
2020-04-06 14:53:00,Chapparal,Melissa15,quake,earthquake
2020-04-06 14:53:00,Broadview,WatchesLarkinBear,quake,wobble
2020-04-06 14:53:00,Palace Hills,RacesDouglas_LipseyWhale,quake,shudder
2020-04-06 14:53:00,Pepper Mill,TallLightMaria,quake,wobble
2020-04-06 14:53:00,Southwest,JohnBear1987,quake,shudder
2020-04-06 14:53:00,Northwest,CleverGranthamIcecream,quake,quake
2020-04-06 14:53:00,Old Town,RunsSharon_CrossOctopus,quake,shudder
2020-04-06 14:53:00,Terrapin Springs,CuriousBreadJeremy_Behr,quake,quiver
2020-04-06 14:53:00,Oak Willow,DarkWHouse,quake,shake
2020-04-06 14:53:00,Easton,Parr1953,quake,quake
2020-04-06 14:53:00,Southton,CleverMHouse,quake,shake
2020-04-06 14:53:00,Terrapin Springs,FamousCandyRussell,quake,earthquake
2020-04-06 14:54:00,Terrapin Springs,LovesPhillipsBird,quake,shake
2020-04-06 14:54:00,East Parton,SallyBusyP,quake,shudder
2020-04-06 14:54:00,Downtown,LovesCarolBear,quake,quiver
2020-04-06 14:54:00,Pepper Mill,BusyCIcecream40,volunteer,volunteer
2020-04-06 14:54:00,Downtown,HoldsBowmanHorse,quake,earthquake
2020-04-06 14:54:00,Downtown,HoldsBowmanHorse,quake,earthquake
2020-04-06 14:54:00,East Parton,FuriousMCandy1965,quake,earthquake
2020-04-06 14:54:00,Broadview,Joseph2014Ratliff,quake,wobble
2020-04-06 14:55:00,Broadview,FearsVeronicaBear,quake,shake
2020-04-06 14:55:00,West Parton,WatchAmbroseLearn,quake,tremble
2020-04-06 14:55:00,Scenic Vista,Robert13,quake,quake
2020-04-06 14:55:00,Chapparal,CandidLindaBread,quake,earthquake
2020-04-06 14:55:00,Palace Hills,FearsRossBird,quake,quiver
2020-04-06 14:55:00,Weston,WatchesDelgadoWhale,quake,quiver
2020-04-06 14:55:00,Broadview,WileyRLight29,quake,quake
2020-04-06 14:55:00,Palace Hills,FearsBenjaminMouse,power,power
2020-04-06 14:55:00,Downtown,DarkJasonBread,quake,quake
2020-04-06 14:55:00,Weston,RacesMichael_ReesBear,quake,earthquake
2020-04-06 14:55:00,Weston,FuriousCasperCouch,quake,wobble
2020-04-06 14:55:00,Chapparal,FastBowlMoore,quake,quake
2020-04-06 14:55:00,Southton,WileyGaitherBanana,quake,wobble
2020-04-06 14:55:00,Oak Willow,FuriousCarBertha,quake,quake
2020-04-06 14:56:00,Terrapin Springs,Ruth1956Washington,quake,earthquake
2020-04-06 14:56:00,Terrapin Springs,Ruth1956Washington,quake,earthquake
2020-04-06 14:56:00,Chapparal,Bruce_AppelHorse82,quake,quake
2020-04-06 14:56:00,Old Town,Bryan_Brown1993,quake,quake
2020-04-06 14:56:00,Terrapin Springs,JeffryFish1959,quake,shake
2020-04-06 14:56:00,Weston,RogerHorse1955,quake,tremble
2020-04-06 14:56:00,Southton,CuriousBananaWilliam_Youngman,quake,vibrate
2020-04-06 14:56:00,Southwest,CleverCouchKimberly,quake,earthquake
2020-04-06 14:57:00,Terrapin Springs,Jane_ReeseHorse21,food,food
2020-04-06 14:57:00,Southton,CuriousSBread,quake,vibrate
2020-04-06 14:57:00,Weston,M51Richardson,quake,earthquake
2020-04-06 14:57:00,Palace Hills,DarkHeatherLight,volunteer,volunteer
2020-04-06 14:57:00,Downtown,AttentativeIcecreamOrchard,quake,tremble
2020-04-06 14:57:00,Terrapin Springs,FamousSBowl,quake,tremble
2020-04-06 14:57:00,Broadview,FuriousCouchTabitha_Bell,power,power
2020-04-06 14:57:00,Old Town,M2000Couley,quake,earthquake
2020-04-06 14:57:00,Scenic Vista,AttentativeCouchSergio_Gage,quake,earthquake
