Timestamp,Sensor-id,Value
2020-04-06 00:07,9,15.26
2020-04-06 00:07,11,15.21
2020-04-06 00:07,12,14.85
2020-04-06 00:07,13,14.48
2020-04-06 00:07,14,15.22
2020-04-06 00:07,15,13.66
2020-04-06 00:08,1,15.65
2020-04-06 00:08,4,15.05
2020-04-06 00:08,6,15.17
2020-04-06 00:08,9,14.29
2020-04-06 00:08,11,14.88
2020-04-06 00:08,12,14.29
2020-04-06 00:08,13,14.82
2020-04-06 00:08,14,14.94
2020-04-06 00:08,15,14.36
2020-04-06 00:09,1,14.69
2020-04-06 00:09,4,14.62
2020-04-06 00:09,6,14.6
2020-04-06 00:09,9,14.69
2020-04-06 00:09,11,14.17
2020-04-06 00:09,12,15.3
2020-04-06 00:09,13,13.94
2020-04-06 00:09,14,13.63
2020-04-06 00:09,15,14.25
2020-04-06 00:10,1,15.08
2020-04-06 00:10,4,15.57
2020-04-06 00:10,6,14.72
2020-04-06 00:10,9,13.85
2020-04-06 00:10,11,14.77
2020-04-06 00:10,12,14.88
2020-04-06 00:10,13,14.59
2020-04-06 00:10,14,13.79
2020-04-06 00:10,15,15.16
2020-04-06 00:11,1,13.83
2020-04-06 00:11,4,14.18
2020-04-06 00:11,6,14.97
2020-04-06 00:11,9,13.48
2020-04-06 00:11,11,13.65
2020-04-06 00:11,12,14.56
2020-04-06 00:11,13,13.23
2020-04-06 00:11,14,15.36
2020-04-06 00:11,15,15.43
2020-04-06 00:12,1,15.42
2020-04-06 00:12,4,14.58
2020-04-06 00:12,6,14.89
2020-04-06 00:12,9,14.05
2020-04-06 00:12,11,15.21
2020-04-06 00:12,12,14.06
2020-04-06 00:12,13,15.03
2020-04-06 00:12,14,14.67
2020-04-06 00:12,15,13.94
2020-04-06 00:13,1,15.56
2020-04-06 00:13,4,15.76
2020-04-06 00:13,6,15.58
2020-04-06 00:13,9,14.59
2020-04-06 00:13,11,13.61
2020-04-06 00:13,12,15.24
2020-04-06 00:13,13,13.76
2020-04-06 00:13,14,13.93
2020-04-06 00:13,15,13.91
2020-04-06 00:14,1,13.95
2020-04-06 00:14,4,14.65
2020-04-06 00:14,6,14.03
2020-04-06 00:14,9,14.48
2020-04-06 00:14,11,14.18
2020-04-06 00:14,12,13.27
2020-04-06 00:14,13,14.93
2020-04-06 00:14,14,14.41
2020-04-06 00:14,15,14.8
2020-04-06 00:15,1,14.33
2020-04-06 00:15,4,14.3
2020-04-06 00:15,6,14.7
2020-04-06 00:15,9,14.39
2020-04-06 00:15,11,14.41
2020-04-06 00:15,12,14.67
2020-04-06 00:15,13,14.37
2020-04-06 00:15,14,14.42
2020-04-06 00:15,15,15.17
2020-04-06 00:16,1,13.91
2020-04-06 00:16,4,14.85
2020-04-06 00:16,6,15.17
2020-04-06 00:16,9,14.38
2020-04-06 00:16,11,15.18
2020-04-06 00:16,12,14.52
2020-04-06 00:16,13,14.57
2020-04-06 00:16,14,14.7
2020-04-06 00:16,15,14.42
2020-04-06 00:17,1,14.42
2020-04-06 00:17,4,14.66
2020-04-06 00:17,6,14.37
2020-04-06 00:17,9,14.52
2020-04-06 00:17,11,15.16
2020-04-06 00:17,12,14.03
2020-04-06 00:17,13,13.72
2020-04-06 00:17,14,14.88
2020-04-06 00:17,15,13.62
2020-04-06 00:18,1,15.02
2020-04-06 00:18,4,14.26
2020-04-06 00:18,6,14.12
2020-04-06 00:18,9,14.2
2020-04-06 00:18,11,14.22
2020-04-06 00:18,12,14.79
2020-04-06 00:18,13,14.12
2020-04-06 00:18,14,14.95
2020-04-06 00:18,15,14.36
2020-04-06 00:19,1,14.64
2020-04-06 00:19,4,15.48
2020-04-06 00:19,6,14.16
2020-04-06 00:19,9,13.59
2020-04-06 00:19,11,14.94
2020-04-06 00:19,12,14.54
2020-04-06 00:19,13,14.39
2020-04-06 00:19,14,15.45
2020-04-06 00:19,15,14.36
2020-04-06 00:20,1,14.23
2020-04-06 00:20,4,13.84
2020-04-06 00:20,6,14.48
2020-04-06 00:20,9,14.25
2020-04-06 00:20,11,15.27
2020-04-06 00:20,12,14.36
2020-04-06 00:20,13,14.45
2020-04-06 00:20,14,14.75
2020-04-06 00:20,15,15.14
2020-04-06 00:21,1,14.58
2020-04-06 00:21,4,14.37
2020-04-06 00:21,6,15.46
2020-04-06 00:21,9,14.52
2020-04-06 00:21,11,15.38
2020-04-06 00:21,12,14.93
2020-04-06 00:21,13,15.52
2020-04-06 00:21,14,13.7
2020-04-06 00:21,15,15.33
2020-04-06 00:22,1,14.03
2020-04-06 00:22,4,14.54
2020-04-06 00:22,6,14.45
2020-04-06 00:22,9,13.99
2020-04-06 00:22,11,13.9
2020-04-06 00:22,12,14.66
2020-04-06 00:22,13,14.42
2020-04-06 00:22,14,15.76
2020-04-06 00:22,15,15.02
2020-04-06 00:23,1,15.11
2020-04-06 00:23,4,14.93
2020-04-06 00:23,6,14.41
2020-04-06 00:23,9,13.85
2020-04-06 00:23,11,14.15
2020-04-06 00:23,12,15.63
2020-04-06 00:23,13,15.15
2020-04-06 00:23,14,14.48
2020-04-06 00:23,15,14.12
2020-04-06 00:24,1,14.44
2020-04-06 00:24,4,12.97
2020-04-06 00:24,6,14.54
2020-04-06 00:24,9,13.88
2020-04-06 00:24,11,14.34
2020-04-06 00:24,12,14.28
2020-04-06 00:24,13,14.24
2020-04-06 00:24,14,15.56
2020-04-06 00:24,15,14.81
2020-04-06 00:25,1,14.47
2020-04-06 00:25,4,15.32
2020-04-06 00:25,6,15.12
2020-04-06 00:25,9,14.18
2020-04-06 00:25,11,14.69
2020-04-06 00:25,12,14.64
2020-04-06 00:25,13,14.11
2020-04-06 00:25,14,14.6
2020-04-06 00:25,15,14.22
2020-04-06 00:26,1,15.44
2020-04-06 00:26,4,14.4
2020-04-06 00:26,6,15.57
2020-04-06 00:26,9,14.08
2020-04-06 00:26,11,13.01
2020-04-06 00:26,12,14.45
2020-04-06 00:26,13,14.53
2020-04-06 00:26,14,14.89
2020-04-06 00:26,15,15.02
2020-04-06 00:27,1,14.32
2020-04-06 00:27,4,13.84
2020-04-06 00:27,6,14.75
2020-04-06 00:27,9,14.79
2020-04-06 00:27,11,14.44
2020-04-06 00:27,12,15.01
2020-04-06 00:27,13,14.2
2020-04-06 00:27,14,14.6
2020-04-06 00:27,15,14.86
2020-04-06 00:28,1,14.6
2020-04-06 00:28,4,14.28
2020-04-06 00:28,6,14.93
2020-04-06 00:28,9,15.22
2020-04-06 00:28,11,14.4
2020-04-06 00:28,12,14.41
2020-04-06 00:28,13,15.27
2020-04-06 00:28,14,15.44
2020-04-06 00:28,15,14.9
2020-04-06 00:29,1,14.68
2020-04-06 00:29,4,13.52
2020-04-06 00:29,6,14.44
2020-04-06 00:29,9,14.99
2020-04-06 00:29,11,14.18
2020-04-06 00:29,12,14.61
2020-04-06 00:29,13,14.71
2020-04-06 00:29,14,13.83
2020-04-06 00:29,15,15.66
2020-04-06 00:30,1,14.19
2020-04-06 00:30,4,14.02
2020-04-06 00:30,6,16.15
2020-04-06 00:30,9,14.5
2020-04-06 00:30,11,14.59
2020-04-06 00:30,12,15.05
2020-04-06 00:30,13,14.14
2020-04-06 00:30,14,15.37
2020-04-06 00:30,15,15.24
2020-04-06 00:31,1,15.28
2020-04-06 00:31,4,13.4
2020-04-06 00:31,6,14.77
2020-04-06 00:31,9,13.94
2020-04-06 00:31,11,13.61
2020-04-06 00:31,12,13.48
2020-04-06 00:31,13,13.75
2020-04-06 00:31,14,14.58
2020-04-06 00:31,15,14.19
2020-04-06 00:32,1,13.95
2020-04-06 00:32,4,14.16
2020-04-06 00:32,6,14.29
2020-04-06 00:32,9,13.43
2020-04-06 00:32,11,14.06
2020-04-06 00:32,12,14.39
2020-04-06 00:32,13,16.27
2020-04-06 00:32,14,13.89
2020-04-06 00:32,15,14.98
2020-04-06 00:33,1,15.56
2020-04-06 00:33,4,14.96
2020-04-06 00:33,6,14.11
2020-04-06 00:33,9,15.22
2020-04-06 00:33,11,14.47
2020-04-06 00:33,12,14.36
2020-04-06 00:33,13,14.44
2020-04-06 00:33,14,14.79
2020-04-06 00:33,15,15.42
2020-04-06 00:34,1,14.57
2020-04-06 00:34,4,14.41
2020-04-06 00:34,6,14.72
2020-04-06 00:34,9,13.55
2020-04-06 00:34,11,14.84
2020-04-06 00:34,12,14.42
2020-04-06 00:34,13,14.17
2020-04-06 00:34,14,14.85
2020-04-06 00:34,15,14.31
2020-04-06 00:35,1,15.43
2020-04-06 00:35,4,14.16
2020-04-06 00:35,6,13.81
2020-04-06 00:35,9,15.12
2020-04-06 00:35,11,14.8
2020-04-06 00:35,12,14.34
2020-04-06 00:35,13,14.59
2020-04-06 00:35,14,15.66
2020-04-06 00:35,15,14.69
2020-04-06 00:36,1,14.25
2020-04-06 00:36,4,15.34
2020-04-06 00:36,6,14.81
2020-04-06 00:36,9,14.02
2020-04-06 00:36,11,14.48
2020-04-06 00:36,12,14.23
2020-04-06 00:36,13,14.82
2020-04-06 00:36,14,15.45
2020-04-06 00:36,15,14.82
2020-04-06 00:37,1,15.35
2020-04-06 00:37,4,14.93
2020-04-06 00:37,6,14.41
2020-04-06 00:37,9,14.12
2020-04-06 00:37,11,15.91
2020-04-06 00:37,12,15.44
2020-04-06 00:37,13,15.11
2020-04-06 00:37,14,13.93
2020-04-06 00:37,15,14.25
2020-04-06 00:38,1,14.67
2020-04-06 00:38,4,14.42
2020-04-06 00:38,6,15.49
2020-04-06 00:38,9,14.34
2020-04-06 00:38,11,14.42
2020-04-06 00:38,12,14.39
2020-04-06 00:38,13,14.85
2020-04-06 00:38,14,14.36
2020-04-06 00:38,15,14.76
2020-04-06 00:39,1,14.63
2020-04-06 00:39,4,14.97
2020-04-06 00:39,6,15.95
2020-04-06 00:39,9,15.19
2020-04-06 00:39,11,15.46
2020-04-06 00:39,12,15.27
2020-04-06 00:39,13,15.3
2020-04-06 00:39,14,14.65
2020-04-06 00:39,15,15.91
2020-04-06 00:40,1,15.14
2020-04-06 00:40,4,15.09
2020-04-06 00:40,6,14.59
2020-04-06 00:40,9,14.54
2020-04-06 00:40,11,13.9
2020-04-06 00:40,12,13.82
2020-04-06 00:40,13,15.16
2020-04-06 00:40,14,15.26
2020-04-06 00:40,15,14.81
2020-04-06 00:41,1,14.87
2020-04-06 00:41,4,14.25
2020-04-06 00:41,6,15.03
2020-04-06 00:41,9,15.56
2020-04-06 00:41,11,14.78
2020-04-06 00:41,12,15.39
2020-04-06 00:41,13,15.7
2020-04-06 00:41,14,13.72
2020-04-06 00:41,15,14.47
2020-04-06 00:42,1,13.91
2020-04-06 00:42,4,14.2
2020-04-06 00:42,6,14.63
2020-04-06 00:42,9,14.37
2020-04-06 00:42,11,14.88
2020-04-06 00:42,12,14.52
2020-04-06 00:42,13,14.77
2020-04-06 00:42,14,15.19
2020-04-06 00:42,15,14.47
2020-04-06 00:43,1,14.37
2020-04-06 00:43,4,14.93
2020-04-06 00:43,6,14.62
2020-04-06 00:43,9,14.34
2020-04-06 00:43,11,15.24
2020-04-06 00:43,12,14.3
2020-04-06 00:43,13,13.49
2020-04-06 00:43,14,13.69
2020-04-06 00:43,15,14.06
2020-04-06 00:44,1,15.29
2020-04-06 00:44,4,13.55
2020-04-06 00:44,6,15.2
2020-04-06 00:44,9,15.08
2020-04-06 00:44,11,14.22
2020-04-06 00:44,12,15.22
2020-04-06 00:44,13,14.8
2020-04-06 00:44,14,14.31
2020-04-06 00:44,15,15.03
2020-04-06 00:45,1,14.92
2020-04-06 00:45,4,14.91
2020-04-06 00:45,6,15.16
2020-04-06 00:45,9,14.97
2020-04-06 00:45,11,15.15
2020-04-06 00:45,12,14.17
2020-04-06 00:45,13,14.26
2020-04-06 00:45,14,14.18
2020-04-06 00:45,15,13.36
2020-04-06 00:46,1,15.56
2020-04-06 00:46,4,14.36
2020-04-06 00:46,6,14.5
2020-04-06 00:46,9,14.96
2020-04-06 00:46,11,13.97
2020-04-06 00:46,12,14.27
2020-04-06 00:46,13,14.48
2020-04-06 00:46,14,15.07
2020-04-06 00:46,15,13.93
2020-04-06 00:47,1,15.06
2020-04-06 00:47,4,14.45
2020-04-06 00:47,6,14.14
2020-04-06 00:47,9,13.81
2020-04-06 00:47,11,14.75
2020-04-06 00:47,12,14.1
2020-04-06 00:47,13,14.52
2020-04-06 00:47,14,13.59
2020-04-06 00:47,15,13.73
2020-04-06 00:48,1,14.01
2020-04-06 00:48,4,15.23
2020-04-06 00:48,6,14.14
2020-04-06 00:48,9,14.31
2020-04-06 00:48,11,14.8
2020-04-06 00:48,12,13.8
2020-04-06 00:48,13,14.59
2020-04-06 00:48,14,14.56
2020-04-06 00:48,15,14.43
2020-04-06 00:49,1,14.46
2020-04-06 00:49,4,13.26
2020-04-06 00:49,6,14.91
2020-04-06 00:49,9,13.82
2020-04-06 00:49,11,14.8
2020-04-06 00:49,12,15.28
2020-04-06 00:49,13,15.04
2020-04-06 00:49,14,14.9
2020-04-06 00:49,15,81.65
2020-04-06 00:50,1,14.72
2020-04-06 00:50,4,14.59
2020-04-06 00:50,6,14.82
2020-04-06 00:50,9,14.65
2020-04-06 00:50,11,14.87
2020-04-06 00:50,12,14.99
2020-04-06 00:50,13,15.25
2020-04-06 00:50,14,14.01
2020-04-06 00:50,15,14.7
2020-04-06 00:51,1,14.41
2020-04-06 00:51,4,14.5
2020-04-06 00:51,6,13.9
2020-04-06 00:51,9,14.8
2020-04-06 00:51,11,14.44
2020-04-06 00:51,12,15.05
2020-04-06 00:51,13,14.35
2020-04-06 00:51,14,14.59
2020-04-06 00:51,15,14.4
2020-04-06 00:52,1,14.89
2020-04-06 00:52,4,15.22
2020-04-06 00:52,6,15.03
2020-04-06 00:52,9,15.48
2020-04-06 00:52,11,14.74
2020-04-06 00:52,12,15.08
2020-04-06 00:52,13,14.64
2020-04-06 00:52,14,15.44
2020-04-06 00:52,15,13.7
2020-04-06 00:53,1,14.39
2020-04-06 00:53,4,15.35
2020-04-06 00:53,6,14.57
2020-04-06 00:53,9,14.32
2020-04-06 00:53,11,13.88
2020-04-06 00:53,12,14.5
2020-04-06 00:53,13,14.44
2020-04-06 00:53,14,13.57
2020-04-06 00:53,15,14.34
2020-04-06 00:54,1,15.43
2020-04-06 00:54,4,15.57
2020-04-06 00:54,6,14.05
2020-04-06 00:54,9,15.25
2020-04-06 00:54,11,15.2
2020-04-06 00:54,12,15.44
2020-04-06 00:54,13,15.01
2020-04-06 00:54,14,15.43
2020-04-06 00:54,15,14.88
2020-04-06 00:55,1,14.1
2020-04-06 00:55,4,15.76
2020-04-06 00:55,6,14.66
2020-04-06 00:55,9,15.07
2020-04-06 00:55,11,14.64
2020-04-06 00:55,12,15.67
2020-04-06 00:55,13,14.84
2020-04-06 00:55,14,15.01
2020-04-06 00:55,15,14.12
2020-04-06 00:56,1,15.16
2020-04-06 00:56,4,13.99
2020-04-06 00:56,6,15.0
2020-04-06 00:56,9,15.07
2020-04-06 00:56,11,14.43
2020-04-06 00:56,12,14.45
2020-04-06 00:56,13,14.22
2020-04-06 00:56,14,14.94
2020-04-06 00:56,15,14.7
2020-04-06 00:57,1,13.46
2020-04-06 00:57,4,14.9
2020-04-06 00:57,6,14.86
2020-04-06 00:57,9,15.24
2020-04-06 00:57,11,14.56
2020-04-06 00:57,12,14.38
2020-04-06 00:57,13,14.08
2020-04-06 00:57,14,14.07
2020-04-06 00:57,15,14.32
2020-04-06 00:58,1,14.75
2020-04-06 00:58,4,13.62
2020-04-06 00:58,6,13.57
2020-04-06 00:58,9,15.02
2020-04-06 00:58,11,15.2
2020-04-06 00:58,12,14.85
2020-04-06 00:58,13,14.62
2020-04-06 00:58,14,14.24
2020-04-06 00:58,15,14.37
2020-04-06 00:59,1,14.55
2020-04-06 00:59,4,14.44
2020-04-06 00:59,6,15.6
2020-04-06 00:59,9,14.67
2020-04-06 00:59,11,14.46
2020-04-06 00:59,12,13.97
2020-04-06 00:59,13,14.75
2020-04-06 00:59,14,13.58
2020-04-06 00:59,15,14.39
2020-04-06 01:00,1,13.74
2020-04-06 01:00,4,15.14
2020-04-06 01:00,6,14.81
2020-04-06 01:00,9,15.56
2020-04-06 01:00,11,14.94
2020-04-06 01:00,12,14.28
2020-04-06 01:00,13,13.94
2020-04-06 01:00,14,15.31
2020-04-06 01:00,15,15.36
2020-04-06 01:01,1,13.89
2020-04-06 01:01,4,15.12
2020-04-06 01:01,6,13.73
2020-04-06 01:01,9,13.97
2020-04-06 01:01,11,15.34
2020-04-06 01:01,12,14.12
2020-04-06 01:01,13,13.69
2020-04-06 01:01,14,14.52
2020-04-06 01:01,15,13.75
2020-04-06 01:02,1,15.05
2020-04-06 01:02,4,13.04
2020-04-06 01:02,6,14.52
2020-04-06 01:02,9,14.17
2020-04-06 01:02,11,14.25
2020-04-06 01:02,12,14.2
2020-04-06 01:02,13,14.22
2020-04-06 01:02,14,14.21
2020-04-06 01:02,15,14.62
2020-04-06 01:03,1,15.49
2020-04-06 01:03,4,14.4
2020-04-06 01:03,6,14.56
2020-04-06 01:03,9,13.73
2020-04-06 01:03,11,14.45
2020-04-06 01:03,12,14.47
2020-04-06 01:03,13,14.68
2020-04-06 01:03,14,13.55
2020-04-06 01:03,15,14.22
2020-04-06 01:04,1,14.71
2020-04-06 01:04,4,14.64
2020-04-06 01:04,6,14.38
2020-04-06 01:04,9,14.35
2020-04-06 01:04,11,14.03
2020-04-06 01:04,12,15.31
2020-04-06 01:04,13,14.94
2020-04-06 01:04,14,15.84
2020-04-06 01:04,15,14.04
2020-04-06 01:05,1,14.44
2020-04-06 01:05,4,14.45
2020-04-06 01:05,6,14.65
2020-04-06 01:05,9,15.55
2020-04-06 01:05,11,15.03
2020-04-06 01:05,12,14.11
2020-04-06 01:05,13,13.74
2020-04-06 01:05,14,14.69
2020-04-06 01:05,15,14.52
2020-04-06 01:06,1,14.75
2020-04-06 01:06,4,14.2
2020-04-06 01:06,6,13.82
2020-04-06 01:06,9,14.31
2020-04-06 01:06,11,14.86
2020-04-06 01:06,12,14.41
2020-04-06 01:06,13,14.63
2020-04-06 01:06,14,15.03
2020-04-06 01:06,15,13.98
2020-04-06 01:07,1,14.59
2020-04-06 01:07,4,13.84
2020-04-06 01:07,6,13.86
2020-04-06 01:07,9,14.71
2020-04-06 01:07,11,14.0
2020-04-06 01:07,12,14.75
2020-04-06 01:07,13,13.5
2020-04-06 01:07,14,13.88
2020-04-06 01:07,15,13.96
2020-04-06 01:08,1,15.35
2020-04-06 01:08,4,13.74
2020-04-06 01:08,6,13.95
2020-04-06 01:08,9,14.59
2020-04-06 01:08,11,14.24
2020-04-06 01:08,12,15.49
2020-04-06 01:08,13,14.82
2020-04-06 01:08,14,13.61
2020-04-06 01:08,15,14.14
2020-04-06 01:09,1,14.31
2020-04-06 01:09,4,14.85
2020-04-06 01:09,6,14.5
2020-04-06 01:09,9,15.34
2020-04-06 01:09,11,14.8
2020-04-06 01:09,12,14.44
2020-04-06 01:09,13,14.22
2020-04-06 01:09,14,13.6
2020-04-06 01:09,15,14.3
2020-04-06 01:10,1,14.18
2020-04-06 01:10,4,14.95
2020-04-06 01:10,6,14.48
2020-04-06 01:10,9,14.9
2020-04-06 01:10,11,14.09
2020-04-06 01:10,12,14.26
2020-04-06 01:10,13,14.06
2020-04-06 01:10,14,14.8
2020-04-06 01:10,15,14.85
2020-04-06 01:11,1,14.76
2020-04-06 01:11,4,14.67
2020-04-06 01:11,6,14.84
2020-04-06 01:11,9,14.62
2020-04-06 01:11,11,14.34
2020-04-06 01:11,12,14.04
2020-04-06 01:11,13,14.79
2020-04-06 01:11,14,14.26
2020-04-06 01:11,15,14.02
2020-04-06 01:12,1,15.18
2020-04-06 01:12,4,15.16
2020-04-06 01:12,6,14.23
2020-04-06 01:12,9,14.92
2020-04-06 01:12,11,14.96
2020-04-06 01:12,12,13.69
2020-04-06 01:12,13,15.13
2020-04-06 01:12,14,14.23
2020-04-06 01:12,15,13.86
2020-04-06 01:13,1,15.24
2020-04-06 01:13,4,13.98
2020-04-06 01:13,6,15.1
2020-04-06 01:13,9,14.79
2020-04-06 01:13,11,14.72
2020-04-06 01:13,12,14.66
2020-04-06 01:13,13,15.38
2020-04-06 01:13,14,14.52
2020-04-06 01:13,15,13.72
2020-04-06 01:14,1,14.21
2020-04-06 01:14,4,15.34
2020-04-06 01:14,6,14.43
2020-04-06 01:14,9,13.6
2020-04-06 01:14,11,14.46
2020-04-06 01:14,12,15.34
2020-04-06 01:14,13,14.53
2020-04-06 01:14,14,14.62
2020-04-06 01:14,15,14.74
2020-04-06 01:15,1,14.72
2020-04-06 01:15,4,14.34
2020-04-06 01:15,6,14.19
2020-04-06 01:15,9,14.34
2020-04-06 01:15,11,14.92
2020-04-06 01:15,12,13.09
2020-04-06 01:15,13,14.91
2020-04-06 01:15,14,14.44
2020-04-06 01:15,15,14.91
2020-04-06 01:16,1,15.09
2020-04-06 01:16,4,13.63
2020-04-06 01:16,6,14.5
2020-04-06 01:16,9,14.92
2020-04-06 01:16,11,15.1
2020-04-06 01:16,12,14.99
2020-04-06 01:16,13,14.44
2020-04-06 01:16,14,15.43
2020-04-06 01:16,15,14.47
2020-04-06 01:17,1,15.94
2020-04-06 01:17,4,15.38
2020-04-06 01:17,6,14.52
2020-04-06 01:17,9,14.9
2020-04-06 01:17,11,14.7
2020-04-06 01:17,12,14.31
2020-04-06 01:17,13,15.76
2020-04-06 01:17,14,15.25
2020-04-06 01:17,15,15.48
2020-04-06 01:18,1,14.47
2020-04-06 01:18,4,15.31
2020-04-06 01:18,6,15.32
2020-04-06 01:18,9,13.59
2020-04-06 01:18,11,15.29
2020-04-06 01:18,12,15.59
2020-04-06 01:18,13,14.79
2020-04-06 01:18,14,14.19
2020-04-06 01:18,15,14.9
2020-04-06 01:19,1,14.44
2020-04-06 01:19,4,14.55
2020-04-06 01:19,6,14.1
2020-04-06 01:19,9,14.34
2020-04-06 01:19,11,15.0
2020-04-06 01:19,12,14.59
2020-04-06 01:19,13,14.64
2020-04-06 01:19,14,14.52
2020-04-06 01:19,15,14.4
2020-04-06 01:20,1,14.48
2020-04-06 01:20,4,15.3
2020-04-06 01:20,6,14.2
2020-04-06 01:20,9,14.3
2020-04-06 01:20,11,14.95
2020-04-06 01:20,12,14.76
2020-04-06 01:20,13,13.97
2020-04-06 01:20,14,13.41
2020-04-06 01:20,15,15.12
2020-04-06 01:21,1,15.07
2020-04-06 01:21,4,14.54
2020-04-06 01:21,6,15.32
2020-04-06 01:21,9,15.06
2020-04-06 01:21,11,14.08
2020-04-06 01:21,12,15.37
2020-04-06 01:21,13,14.9
2020-04-06 01:21,14,13.87
2020-04-06 01:21,15,14.89
2020-04-06 01:22,1,14.46
2020-04-06 01:22,4,14.67
2020-04-06 01:22,6,14.3
2020-04-06 01:22,9,14.48
2020-04-06 01:22,11,14.79
2020-04-06 01:22,12,14.3
2020-04-06 01:22,13,14.83
2020-04-06 01:22,14,14.15
2020-04-06 01:22,15,15.27
2020-04-06 01:23,1,14.76
2020-04-06 01:23,4,14.42
2020-04-06 01:23,6,15.71
2020-04-06 01:23,9,13.44
2020-04-06 01:23,11,15.65
2020-04-06 01:23,12,14.24
2020-04-06 01:23,13,14.95
2020-04-06 01:23,14,15.32
2020-04-06 01:23,15,14.29
2020-04-06 01:24,1,15.55
2020-04-06 01:24,4,14.95
2020-04-06 01:24,6,14.25
2020-04-06 01:24,9,14.0
2020-04-06 01:24,11,15.19
2020-04-06 01:24,12,14.59
2020-04-06 01:24,13,13.82
2020-04-06 01:24,14,14.81
2020-04-06 01:24,15,14.53
2020-04-06 01:25,1,16.03
2020-04-06 01:25,4,14.93
2020-04-06 01:25,6,15.21
2020-04-06 01:25,9,14.89
2020-04-06 01:25,11,14.77
2020-04-06 01:25,12,14.75
2020-04-06 01:25,13,14.75
2020-04-06 01:25,14,14.11
2020-04-06 01:25,15,14.36
2020-04-06 01:26,1,15.41
2020-04-06 01:26,4,14.23
2020-04-06 01:26,6,14.61
2020-04-06 01:26,9,15.0
2020-04-06 01:26,11,14.55
2020-04-06 01:26,12,14.46
2020-04-06 01:26,13,14.82
2020-04-06 01:26,14,14.35
2020-04-06 01:26,15,14.11
2020-04-06 01:27,1,13.78
2020-04-06 01:27,4,15.27
2020-04-06 01:27,6,15.57
2020-04-06 01:27,9,16.07
2020-04-06 01:27,11,13.95
2020-04-06 01:27,12,14.01
2020-04-06 01:27,13,14.84
2020-04-06 01:27,14,14.7
2020-04-06 01:27,15,14.61
2020-04-06 01:28,1,14.85
2020-04-06 01:28,4,15.1
2020-04-06 01:28,6,14.75
2020-04-06 01:28,9,15.32
2020-04-06 01:28,11,14.12
2020-04-06 01:28,12,14.83
2020-04-06 01:28,13,14.49
2020-04-06 01:28,14,14.47
2020-04-06 01:28,15,15.6
2020-04-06 01:29,1,14.23
2020-04-06 01:29,4,15.73
2020-04-06 01:29,6,14.04
2020-04-06 01:29,9,14.23
2020-04-06 01:29,11,15.33
2020-04-06 01:29,12,14.74
2020-04-06 01:29,13,14.84
2020-04-06 01:29,14,14.49
2020-04-06 01:29,15,14.52
2020-04-06 01:30,1,14.13
2020-04-06 01:30,4,13.1
2020-04-06 01:30,6,15.0
2020-04-06 01:30,9,14.58
2020-04-06 01:30,11,13.41
2020-04-06 01:30,12,13.84
2020-04-06 01:30,13,15.16
2020-04-06 01:30,14,15.56
2020-04-06 01:30,15,14.88
2020-04-06 01:31,1,14.23
2020-04-06 01:31,4,14.36
