Timestamp,Sensor-id,Long,Lat,Value,User-id
2020-04-06 00:09,16,-119.90024,0.09541,13.92,CitizenScientist
2020-04-06 00:09,17,-119.92518,0.11745,28.18,HiMarkHS
2020-04-06 00:09,19,-119.90488,0.14964,23.2,CitizenScientist
2020-04-06 00:09,20,-119.91416,0.14993,40.7,CitizenScientist
2020-04-06 00:09,21,-119.74828,0.04785,34.17,CitizenScientist
2020-04-06 00:09,22,-119.76075,0.04205,20.45,HSS
2020-04-06 00:09,23,-119.73755,0.04669,13.5,XrayLady
2020-04-06 00:09,24,-119.84108,0.02813,24.0,CitizenScientist
2020-04-06 00:09,25,-119.82078,0.03451,26.78,CitizenScientist
2020-04-06 00:09,26,-119.86225,0.05568,26.95,CitizenScientist
2020-04-06 00:09,27,-119.8057,0.01711,22.33,CitizenScientist
2020-04-06 00:09,28,-119.7709,0.04437,13.73,AS-1
2020-04-06 00:09,29,-119.74944,0.06206,13.8,AS-2
2020-04-06 00:09,30,-119.73233,0.08294,15.27,PeterLovesCrystals54
2020-04-06 00:09,31,-119.73233,0.08294,15.57,RadCurieous
2020-04-06 00:09,32,-119.76916,0.12441,29.5,GermanWrinkler43
2020-04-06 00:09,33,-119.8086,0.09715,29.59,CitizenScientist
2020-04-06 00:09,34,-119.80541,0.08323,30.22,CitizenScientist
2020-04-06 00:09,35,-119.78859,0.08323,30.92,HiMarkHS
2020-04-06 00:09,36,-119.85152,0.15283,40.77,CitizenScientist
2020-04-06 00:09,37,-119.89676,0.15341,7.98,Bob
2020-04-06 00:09,38,-119.89038,0.16037,41.07,ProfessorSievert
2020-04-06 00:09,39,-119.87994,0.12557,40.33,CitizenScientist
2020-04-06 00:09,40,-119.89067,0.11658,31.23,MutantX
2020-04-06 00:09,41,-119.88342,0.1218,32.57,CitizenScientist
2020-04-06 00:09,42,-119.81846,0.1218,34.57,AlwaysGlowing
2020-04-06 00:09,43,-119.8608,0.12557,36.92,CitizenScientist
2020-04-06 00:09,44,-119.89038,0.16617,40.57,TaxiDriver
2020-04-06 00:09,45,-119.83122,0.06235,39.54,CitizenScientist
2020-04-06 00:09,46,-119.85993,0.17371,31.25,Ckimball
2020-04-06 00:09,47,-119.8753,0.174,33.48,UncleG
2020-04-06 00:09,48,-119.77525,0.06177,41.68,NeutronsAreFreeOfCharge
2020-04-06 00:09,49,-119.86138,0.16124,40.8,MySensor
2020-04-06 00:09,50,-119.90401,0.18618,35.88,MySensor
2020-04-06 00:14,1,-119.96665,0.18792,29.58,MySensor
2020-04-06 00:14,2,-119.96723,0.174,22.17,TestUnit
2020-04-06 00:14,3,-119.90778,0.19256,21.3,CitizenScientist
2020-04-06 00:14,4,-119.93185,0.18734,14.67,ASWillhiem
2020-04-06 00:14,5,-119.86892,0.19111,14.22,CitizenScientist
2020-04-06 00:14,6,-119.85529,0.20155,16.87,MySensor
2020-04-06 00:14,7,-119.8492,0.18067,7.42,MySensor
2020-04-06 00:14,8,-119.82571,0.19807,9.04,MySensor
2020-04-06 00:14,9,-119.87617,0.18096,7.47,MySensor
2020-04-06 00:14,10,-119.87066,0.21982,8.03,HSS
2020-04-06 00:14,11,-119.8869,0.20184,8.37,RichardFox
2020-04-06 00:14,12,-119.84166,0.19053,14.67,CitizenScientist
2020-04-06 00:14,13,-119.84166,0.14529,15.0,HSS
2020-04-06 00:14,14,-119.84166,0.13891,15.73,AS-3
2020-04-06 00:14,15,-119.83035,0.14007,15.13,CitizenScientist
2020-04-06 00:14,16,-119.90024,0.09541,14.58,CitizenScientist
2020-04-06 00:14,17,-119.92518,0.11745,26.82,HiMarkHS
2020-04-06 00:14,19,-119.90488,0.14964,23.6,CitizenScientist
2020-04-06 00:14,20,-119.91416,0.14993,38.93,CitizenScientist
2020-04-06 00:14,21,-119.74828,0.04785,32.7,CitizenScientist
2020-04-06 00:14,22,-119.76075,0.04205,20.23,HSS
2020-04-06 00:14,23,-119.73755,0.04669,13.19,XrayLady
2020-04-06 00:14,24,-119.84108,0.02813,23.9,CitizenScientist
2020-04-06 00:14,25,-119.82078,0.03451,26.32,CitizenScientist
2020-04-06 00:14,26,-119.86225,0.05568,27.03,CitizenScientist
2020-04-06 00:14,27,-119.8057,0.01711,22.08,CitizenScientist
2020-04-06 00:14,28,-119.7709,0.04437,13.8,AS-1
2020-04-06 00:14,29,-119.74944,0.06206,13.65,AS-2
2020-04-06 00:14,30,-119.73233,0.08294,15.74,PeterLovesCrystals54
2020-04-06 00:14,31,-119.73233,0.08294,15.3,RadCurieous
2020-04-06 00:14,32,-119.76916,0.12441,30.03,GermanWrinkler43
2020-04-06 00:14,33,-119.8086,0.09715,30.28,CitizenScientist
2020-04-06 00:14,34,-119.80541,0.08323,29.73,CitizenScientist
2020-04-06 00:14,35,-119.78859,0.08323,30.68,HiMarkHS
2020-04-06 00:14,36,-119.85152,0.15283,41.03,CitizenScientist
2020-04-06 00:14,37,-119.89676,0.15341,8.15,Bob
2020-04-06 00:14,38,-119.89038,0.16037,41.48,ProfessorSievert
2020-04-06 00:14,39,-119.87994,0.12557,41.28,CitizenScientist
2020-04-06 00:14,40,-119.89067,0.11658,32.13,MutantX
2020-04-06 00:14,41,-119.88342,0.1218,32.87,CitizenScientist
2020-04-06 00:14,42,-119.81846,0.1218,34.65,AlwaysGlowing
2020-04-06 00:14,43,-119.8608,0.12557,37.13,CitizenScientist
2020-04-06 00:14,44,-119.89038,0.16617,40.25,TaxiDriver
2020-04-06 00:14,45,-119.83122,0.06235,39.53,CitizenScientist
2020-04-06 00:14,46,-119.85993,0.17371,28.42,Ckimball
2020-04-06 00:14,47,-119.8753,0.174,32.37,UncleG
2020-04-06 00:14,48,-119.77525,0.06177,42.4,NeutronsAreFreeOfCharge
2020-04-06 00:14,49,-119.86138,0.16124,40.58,MySensor
2020-04-06 00:14,50,-119.90401,0.18618,36.42,MySensor
2020-04-06 00:19,1,-119.96665,0.18792,29.68,MySensor
2020-04-06 00:19,2,-119.96723,0.174,22.81,TestUnit
2020-04-06 00:19,3,-119.90778,0.19256,20.73,CitizenScientist
2020-04-06 00:19,4,-119.93185,0.18734,15.73,ASWillhiem
2020-04-06 00:19,5,-119.86892,0.19111,11.97,CitizenScientist
2020-04-06 00:19,6,-119.85529,0.20155,16.57,MySensor
2020-04-06 00:19,7,-119.8492,0.18067,7.0,MySensor
2020-04-06 00:19,8,-119.82571,0.19807,7.83,MySensor
2020-04-06 00:19,9,-119.87617,0.18096,9.3,MySensor
2020-04-06 00:19,10,-119.87066,0.21982,7.82,HSS
2020-04-06 00:19,11,-119.8869,0.20184,8.42,RichardFox
2020-04-06 00:19,12,-119.84166,0.19053,14.63,CitizenScientist
2020-04-06 00:19,13,-119.84166,0.14529,15.73,HSS
2020-04-06 00:19,14,-119.84166,0.13891,15.53,AS-3
2020-04-06 00:19,15,-119.83035,0.14007,16.23,CitizenScientist
2020-04-06 00:19,16,-119.90024,0.09541,14.83,CitizenScientist
2020-04-06 00:19,17,-119.92518,0.11745,30.0,HiMarkHS
2020-04-06 00:19,19,-119.90488,0.14964,23.07,CitizenScientist
2020-04-06 00:19,20,-119.91416,0.14993,42.37,CitizenScientist
2020-04-06 00:19,21,-119.74828,0.04785,33.17,CitizenScientist
2020-04-06 00:19,22,-119.76075,0.04205,20.15,HSS
2020-04-06 00:19,23,-119.73755,0.04669,12.85,XrayLady
2020-04-06 00:19,24,-119.84108,0.02813,23.87,CitizenScientist
2020-04-06 00:19,25,-119.82078,0.03451,26.23,CitizenScientist
2020-04-06 00:19,26,-119.86225,0.05568,26.95,CitizenScientist
2020-04-06 00:19,27,-119.8057,0.01711,22.4,CitizenScientist
2020-04-06 00:19,28,-119.7709,0.04437,13.8,AS-1
2020-04-06 00:19,29,-119.74944,0.06206,13.75,AS-2
2020-04-06 00:19,30,-119.73233,0.08294,15.73,PeterLovesCrystals54
2020-04-06 00:19,31,-119.73233,0.08294,15.42,RadCurieous
2020-04-06 00:19,32,-119.76916,0.12441,30.45,GermanWrinkler43
2020-04-06 00:19,33,-119.8086,0.09715,29.65,CitizenScientist
2020-04-06 00:19,34,-119.80541,0.08323,30.43,CitizenScientist
2020-04-06 00:19,35,-119.78859,0.08323,31.22,HiMarkHS
2020-04-06 00:19,36,-119.85152,0.15283,40.57,CitizenScientist
2020-04-06 00:19,37,-119.89676,0.15341,8.32,Bob
2020-04-06 00:19,38,-119.89038,0.16037,41.57,ProfessorSievert
2020-04-06 00:19,39,-119.87994,0.12557,40.96,CitizenScientist
2020-04-06 00:19,40,-119.89067,0.11658,31.65,MutantX
2020-04-06 00:19,41,-119.88342,0.1218,33.83,CitizenScientist
2020-04-06 00:19,42,-119.81846,0.1218,35.01,AlwaysGlowing
2020-04-06 00:19,43,-119.8608,0.12557,37.58,CitizenScientist
2020-04-06 00:19,44,-119.89038,0.16617,40.32,TaxiDriver
2020-04-06 00:19,45,-119.83122,0.06235,38.13,CitizenScientist
2020-04-06 00:19,46,-119.85993,0.17371,31.87,Ckimball
2020-04-06 00:19,47,-119.8753,0.174,35.13,UncleG
2020-04-06 00:19,48,-119.77525,0.06177,41.58,NeutronsAreFreeOfCharge
2020-04-06 00:19,49,-119.86138,0.16124,41.63,MySensor
2020-04-06 00:19,50,-119.90401,0.18618,35.97,MySensor
2020-04-06 00:24,1,-119.96665,0.18792,29.87,MySensor
2020-04-06 00:24,2,-119.96723,0.174,22.91,TestUnit
2020-04-06 00:24,3,-119.90778,0.19256,20.73,CitizenScientist
2020-04-06 00:24,4,-119.93185,0.18734,15.1,ASWillhiem
2020-04-06 00:24,5,-119.86892,0.19111,13.1,CitizenScientist
2020-04-06 00:24,6,-119.85529,0.20155,16.65,MySensor
2020-04-06 00:24,7,-119.8492,0.18067,9.78,MySensor
2020-04-06 00:24,8,-119.82571,0.19807,7.98,MySensor
2020-04-06 00:24,9,-119.87617,0.18096,7.85,MySensor
2020-04-06 00:24,10,-119.87066,0.21982,9.83,HSS
2020-04-06 00:24,11,-119.8869,0.20184,8.87,RichardFox
2020-04-06 00:24,12,-119.84166,0.19053,15.88,CitizenScientist
2020-04-06 00:24,13,-119.84166,0.14529,16.06,HSS
2020-04-06 00:24,14,-119.84166,0.13891,15.3,AS-3
2020-04-06 00:24,15,-119.83035,0.14007,15.23,CitizenScientist
2020-04-06 00:24,16,-119.90024,0.09541,13.8,CitizenScientist
2020-04-06 00:24,17,-119.92518,0.11745,30.68,HiMarkHS
2020-04-06 00:24,19,-119.90488,0.14964,22.4,CitizenScientist
2020-04-06 00:24,20,-119.91416,0.14993,39.57,CitizenScientist
2020-04-06 00:24,21,-119.74828,0.04785,33.23,CitizenScientist
2020-04-06 00:24,22,-119.76075,0.04205,20.13,HSS
2020-04-06 00:24,23,-119.73755,0.04669,13.27,XrayLady
2020-04-06 00:24,24,-119.84108,0.02813,23.42,CitizenScientist
2020-04-06 00:24,25,-119.82078,0.03451,26.57,CitizenScientist
2020-04-06 00:24,26,-119.86225,0.05568,26.9,CitizenScientist
2020-04-06 00:24,27,-119.8057,0.01711,22.06,CitizenScientist
2020-04-06 00:24,28,-119.7709,0.04437,13.73,AS-1
2020-04-06 00:24,29,-119.74944,0.06206,13.72,AS-2
2020-04-06 00:24,30,-119.73233,0.08294,15.7,PeterLovesCrystals54
2020-04-06 00:24,31,-119.73233,0.08294,15.58,RadCurieous
2020-04-06 00:24,32,-119.76916,0.12441,30.02,GermanWrinkler43
2020-04-06 00:24,33,-119.8086,0.09715,30.4,CitizenScientist
2020-04-06 00:24,34,-119.80541,0.08323,30.23,CitizenScientist
2020-04-06 00:24,35,-119.78859,0.08323,30.41,HiMarkHS
2020-04-06 00:24,36,-119.85152,0.15283,41.45,CitizenScientist
2020-04-06 00:24,37,-119.89676,0.15341,8.03,Bob
2020-04-06 00:24,38,-119.89038,0.16037,40.93,ProfessorSievert
2020-04-06 00:24,39,-119.87994,0.12557,41.45,CitizenScientist
2020-04-06 00:24,40,-119.89067,0.11658,31.77,MutantX
2020-04-06 00:24,41,-119.88342,0.1218,33.75,CitizenScientist
2020-04-06 00:24,42,-119.81846,0.1218,34.98,AlwaysGlowing
2020-04-06 00:24,43,-119.8608,0.12557,35.9,CitizenScientist
2020-04-06 00:24,44,-119.89038,0.16617,39.97,TaxiDriver
2020-04-06 00:24,45,-119.83122,0.06235,38.03,CitizenScientist
2020-04-06 00:24,46,-119.85993,0.17371,32.37,Ckimball
2020-04-06 00:24,47,-119.8753,0.174,34.0,UncleG
2020-04-06 00:24,48,-119.77525,0.06177,41.37,NeutronsAreFreeOfCharge
2020-04-06 00:24,49,-119.86138,0.16124,43.18,MySensor
2020-04-06 00:24,50,-119.90401,0.18618,36.35,MySensor
2020-04-06 00:29,1,-119.96665,0.18792,29.08,MySensor
2020-04-06 00:29,2,-119.96723,0.174,22.37,TestUnit
2020-04-06 00:29,3,-119.90778,0.19256,21.58,CitizenScientist
2020-04-06 00:29,4,-119.93185,0.18734,14.38,ASWillhiem
2020-04-06 00:29,5,-119.86892,0.19111,11.7,CitizenScientist
2020-04-06 00:29,6,-119.85529,0.20155,16.38,MySensor
2020-04-06 00:29,7,-119.8492,0.18067,9.25,MySensor
2020-04-06 00:29,8,-119.82571,0.19807,8.75,MySensor
2020-04-06 00:29,9,-119.87617,0.18096,8.15,MySensor
2020-04-06 00:29,10,-119.87066,0.21982,9.1,HSS
2020-04-06 00:29,11,-119.8869,0.20184,8.22,RichardFox
2020-04-06 00:29,12,-119.84166,0.19053,14.03,CitizenScientist
2020-04-06 00:29,13,-119.84166,0.14529,16.6,HSS
2020-04-06 00:29,14,-119.84166,0.13891,15.95,AS-3
2020-04-06 00:29,15,-119.83035,0.14007,15.12,CitizenScientist
2020-04-06 00:29,16,-119.90024,0.09541,14.82,CitizenScientist
2020-04-06 00:29,17,-119.92518,0.11745,29.72,HiMarkHS
2020-04-06 00:29,19,-119.90488,0.14964,24.23,CitizenScientist
2020-04-06 00:29,20,-119.91416,0.14993,41.22,CitizenScientist
2020-04-06 00:29,21,-119.74828,0.04785,34.96,CitizenScientist
2020-04-06 00:29,22,-119.76075,0.04205,20.47,HSS
2020-04-06 00:29,23,-119.73755,0.04669,13.52,XrayLady
2020-04-06 00:29,24,-119.84108,0.02813,23.88,CitizenScientist
2020-04-06 00:29,25,-119.82078,0.03451,26.32,CitizenScientist
2020-04-06 00:29,26,-119.86225,0.05568,26.43,CitizenScientist
2020-04-06 00:29,27,-119.8057,0.01711,22.15,CitizenScientist
2020-04-06 00:29,28,-119.7709,0.04437,14.02,AS-1
2020-04-06 00:29,29,-119.74944,0.06206,13.97,AS-2
2020-04-06 00:29,30,-119.73233,0.08294,15.62,PeterLovesCrystals54
2020-04-06 00:29,31,-119.73233,0.08294,15.84,RadCurieous
2020-04-06 00:29,32,-119.76916,0.12441,29.43,GermanWrinkler43
2020-04-06 00:29,33,-119.8086,0.09715,30.02,CitizenScientist
2020-04-06 00:29,34,-119.80541,0.08323,30.5,CitizenScientist
2020-04-06 00:29,35,-119.78859,0.08323,30.83,HiMarkHS
2020-04-06 00:29,36,-119.85152,0.15283,41.57,CitizenScientist
2020-04-06 00:29,37,-119.89676,0.15341,8.32,Bob
2020-04-06 00:29,38,-119.89038,0.16037,41.55,ProfessorSievert
2020-04-06 00:29,39,-119.87994,0.12557,39.97,CitizenScientist
2020-04-06 00:29,40,-119.89067,0.11658,31.87,MutantX
2020-04-06 00:29,41,-119.88342,0.1218,32.4,CitizenScientist
2020-04-06 00:29,42,-119.81846,0.1218,36.52,AlwaysGlowing
2020-04-06 00:29,43,-119.8608,0.12557,34.68,CitizenScientist
2020-04-06 00:29,44,-119.89038,0.16617,40.7,TaxiDriver
2020-04-06 00:29,45,-119.83122,0.06235,38.67,CitizenScientist
2020-04-06 00:29,46,-119.85993,0.17371,34.05,Ckimball
2020-04-06 00:29,47,-119.8753,0.174,33.4,UncleG
2020-04-06 00:29,48,-119.77525,0.06177,42.22,NeutronsAreFreeOfCharge
2020-04-06 00:29,49,-119.86138,0.16124,45.2,MySensor
2020-04-06 00:29,50,-119.90401,0.18618,35.62,MySensor
2020-04-06 00:34,1,-119.96665,0.18792,29.0,MySensor
2020-04-06 00:34,2,-119.96723,0.174,21.7,TestUnit
2020-04-06 00:34,3,-119.90778,0.19256,21.33,CitizenScientist
2020-04-06 00:34,4,-119.93185,0.18734,15.55,ASWillhiem
2020-04-06 00:34,5,-119.86892,0.19111,12.65,CitizenScientist
2020-04-06 00:34,6,-119.85529,0.20155,16.8,MySensor
2020-04-06 00:34,7,-119.8492,0.18067,10.57,MySensor
2020-04-06 00:34,8,-119.82571,0.19807,8.5,MySensor
2020-04-06 00:34,9,-119.87617,0.18096,7.65,MySensor
2020-04-06 00:34,10,-119.87066,0.21982,8.42,HSS
2020-04-06 00:34,11,-119.8869,0.20184,9.28,RichardFox
2020-04-06 00:34,12,-119.84166,0.19053,14.52,CitizenScientist
2020-04-06 00:34,13,-119.84166,0.14529,15.85,HSS
2020-04-06 00:34,14,-119.84166,0.13891,15.65,AS-3
2020-04-06 00:34,15,-119.83035,0.14007,14.78,CitizenScientist
2020-04-06 00:34,16,-119.90024,0.09541,14.47,CitizenScientist
2020-04-06 00:34,17,-119.92518,0.11745,30.2,HiMarkHS
2020-04-06 00:34,19,-119.90488,0.14964,20.53,CitizenScientist
2020-04-06 00:34,20,-119.91416,0.14993,41.72,CitizenScientist
2020-04-06 00:34,21,-119.74828,0.04785,33.77,CitizenScientist
2020-04-06 00:34,22,-119.76075,0.04205,20.08,HSS
2020-04-06 00:34,23,-119.73755,0.04669,13.28,XrayLady
2020-04-06 00:34,24,-119.84108,0.02813,23.8,CitizenScientist
2020-04-06 00:34,25,-119.82078,0.03451,26.33,CitizenScientist
2020-04-06 00:34,26,-119.86225,0.05568,26.77,CitizenScientist
2020-04-06 00:34,27,-119.8057,0.01711,22.33,CitizenScientist
2020-04-06 00:34,28,-119.7709,0.04437,13.75,AS-1
2020-04-06 00:34,29,-119.74944,0.06206,13.87,AS-2
2020-04-06 00:34,30,-119.73233,0.08294,15.74,PeterLovesCrystals54
2020-04-06 00:34,31,-119.73233,0.08294,15.67,RadCurieous
2020-04-06 00:34,32,-119.76916,0.12441,30.23,GermanWrinkler43
2020-04-06 00:34,33,-119.8086,0.09715,30.28,CitizenScientist
2020-04-06 00:34,34,-119.80541,0.08323,29.63,CitizenScientist
2020-04-06 00:34,35,-119.78859,0.08323,30.05,HiMarkHS
2020-04-06 00:34,36,-119.85152,0.15283,40.45,CitizenScientist
2020-04-06 00:34,37,-119.89676,0.15341,8.15,Bob
2020-04-06 00:34,38,-119.89038,0.16037,41.05,ProfessorSievert
2020-04-06 00:34,39,-119.87994,0.12557,40.97,CitizenScientist
2020-04-06 00:34,40,-119.89067,0.11658,31.18,MutantX
2020-04-06 00:34,41,-119.88342,0.1218,32.48,CitizenScientist
2020-04-06 00:34,42,-119.81846,0.1218,35.13,AlwaysGlowing
2020-04-06 00:34,43,-119.8608,0.12557,33.66,CitizenScientist
2020-04-06 00:34,44,-119.89038,0.16617,39.98,TaxiDriver
2020-04-06 00:34,45,-119.83122,0.06235,38.18,CitizenScientist
2020-04-06 00:34,46,-119.85993,0.17371,35.2,Ckimball
2020-04-06 00:34,47,-119.8753,0.174,35.42,UncleG
2020-04-06 00:34,48,-119.77525,0.06177,41.7,NeutronsAreFreeOfCharge
2020-04-06 00:34,49,-119.86138,0.16124,44.09,MySensor
2020-04-06 00:34,50,-119.90401,0.18618,36.13,MySensor
2020-04-06 00:39,1,-119.96665,0.18792,29.33,MySensor
2020-04-06 00:39,2,-119.96723,0.174,21.93,TestUnit
2020-04-06 00:39,3,-119.90778,0.19256,21.03,CitizenScientist
2020-04-06 00:39,4,-119.93185,0.18734,15.05,ASWillhiem
2020-04-06 00:39,5,-119.86892,0.19111,10.93,CitizenScientist
2020-04-06 00:39,6,-119.85529,0.20155,16.62,MySensor
2020-04-06 00:39,7,-119.8492,0.18067,10.58,MySensor
2020-04-06 00:39,8,-119.82571,0.19807,6.48,MySensor
2020-04-06 00:39,9,-119.87617,0.18096,8.53,MySensor
2020-04-06 00:39,10,-119.87066,0.21982,8.89,HSS
2020-04-06 00:39,11,-119.8869,0.20184,10.27,RichardFox
2020-04-06 00:39,12,-119.84166,0.19053,14.67,CitizenScientist
2020-04-06 00:39,13,-119.84166,0.14529,16.13,HSS
2020-04-06 00:39,14,-119.84166,0.13891,15.7,AS-3
2020-04-06 00:39,15,-119.83035,0.14007,16.23,CitizenScientist
2020-04-06 00:39,16,-119.90024,0.09541,13.25,CitizenScientist
2020-04-06 00:39,17,-119.92518,0.11745,29.6,HiMarkHS
2020-04-06 00:39,19,-119.90488,0.14964,27.0,CitizenScientist
2020-04-06 00:39,20,-119.91416,0.14993,41.98,CitizenScientist
2020-04-06 00:39,21,-119.74828,0.04785,33.37,CitizenScientist
2020-04-06 00:39,22,-119.76075,0.04205,20.37,HSS
2020-04-06 00:39,23,-119.73755,0.04669,13.3,XrayLady
2020-04-06 00:39,24,-119.84108,0.02813,23.8,CitizenScientist
2020-04-06 00:39,25,-119.82078,0.03451,27.02,CitizenScientist
2020-04-06 00:39,26,-119.86225,0.05568,26.92,CitizenScientist
2020-04-06 00:39,27,-119.8057,0.01711,22.08,CitizenScientist
2020-04-06 00:39,28,-119.7709,0.04437,13.87,AS-1
2020-04-06 00:39,29,-119.74944,0.06206,14.12,AS-2
2020-04-06 00:39,30,-119.73233,0.08294,15.77,PeterLovesCrystals54
2020-04-06 00:39,31,-119.73233,0.08294,15.53,RadCurieous
2020-04-06 00:39,32,-119.76916,0.12441,29.48,GermanWrinkler43
2020-04-06 00:39,33,-119.8086,0.09715,30.43,CitizenScientist
2020-04-06 00:39,34,-119.80541,0.08323,30.0,CitizenScientist
2020-04-06 00:39,35,-119.78859,0.08323,30.5,HiMarkHS
2020-04-06 00:39,36,-119.85152,0.15283,41.03,CitizenScientist
2020-04-06 00:39,37,-119.89676,0.15341,8.18,Bob
2020-04-06 00:39,38,-119.89038,0.16037,41.88,ProfessorSievert
2020-04-06 00:39,39,-119.87994,0.12557,40.48,CitizenScientist
2020-04-06 00:39,40,-119.89067,0.11658,31.83,MutantX
2020-04-06 00:39,41,-119.88342,0.1218,33.15,CitizenScientist
2020-04-06 00:39,42,-119.81846,0.1218,34.12,AlwaysGlowing
2020-04-06 00:39,43,-119.8608,0.12557,32.23,CitizenScientist
2020-04-06 00:39,44,-119.89038,0.16617,40.13,TaxiDriver
2020-04-06 00:39,45,-119.83122,0.06235,38.28,CitizenScientist
2020-04-06 00:39,46,-119.85993,0.17371,33.22,Ckimball
2020-04-06 00:39,47,-119.8753,0.174,34.22,UncleG
2020-04-06 00:39,48,-119.77525,0.06177,41.23,NeutronsAreFreeOfCharge
2020-04-06 00:39,49,-119.86138,0.16124,40.67,MySensor
2020-04-06 00:39,50,-119.90401,0.18618,52.23,MySensor
2020-04-06 00:44,1,-119.96665,0.18792,24.94,MySensor
2020-04-06 00:44,2,-119.96723,0.174,21.46,TestUnit
2020-04-06 00:44,3,-119.90778,0.19256,21.22,CitizenScientist
2020-04-06 00:44,4,-119.93185,0.18734,15.53,ASWillhiem
